0 Benchmark OPTIMAL RACE ONLINE OFFLINE NUCLEAR HBM CONTROL ADAPT-CONTROL CALOREE-NP ONLINE-ADAPT NUCLEAR-ADAPT HBM-ADAPT
1 BACKPROP 0.0 1.84 5.1 100.0 0.0 0.0 0.82 1.84 40.0 8.57 7.96 4.9
2 BFS 0.0 2.04 19.18 100.0 0.0 19.18 2.24 2.24 40.61 0.0 6.73 5.51
3 BLACKSCHOLES_10M 0.0 2.65 81.63 100.0 0.0 0.0 3.67 4.08 39.8 1.63 2.04 1.43
4 BODYTRACK 0.0 82.24 0.0 100.0 11.63 96.12 4.08 4.29 38.98 0.0 2.86 1.63
5 FACESIM 0.0 82.04 81.63 100.0 0.0 76.53 3.06 3.47 37.35 1.63 3.47 2.24
6 FERRET 0.0 82.24 37.96 100.0 9.8 81.63 3.67 3.88 38.37 1.63 2.45 1.84
7 HEARTWALL 0.0 82.24 81.63 100.0 9.8 81.63 3.67 3.88 39.39 1.63 2.24 1.43
8 HOTSPOT 0.0 3.47 4.49 100.0 0.0 99.18 4.08 4.08 40.41 0.0 6.33 5.92
9 JACOBI 0.0 15.1 100.0 100.0 16.53 16.53 21.84 35.92 38.78 47.14 7.35 4.08
10 KMEANS 0.0 82.65 79.18 100.0 10.41 81.63 3.67 3.67 37.76 1.43 2.65 1.22
11 KMEANSNF 0.0 37.96 16.33 100.0 14.29 49.8 12.65 13.27 39.59 9.18 3.88 2.45
12 LAVAMD 0.0 1.63 81.63 100.0 0.0 0.0 25.31 1.63 40.2 2.04 5.31 4.29
13 LEUKOCYTE 0.0 70.41 76.94 100.0 76.94 76.94 8.98 4.69 41.22 21.84 6.53 4.29
14 LUD 0.0 82.86 100.0 100.0 0.0 0.0 4.29 100.0 40.0 3.88 0.41 3.88
15 NW 0.0 82.24 0.0 100.0 0.0 81.63 1.84 1.63 40.41 0.0 3.67 1.84
16 SHA 0.0 82.65 0.0 100.0 13.67 100.0 9.59 9.59 37.14 0.0 2.65 2.86
17 SRAD 0.0 66.94 100.0 100.0 0.0 0.0 8.16 8.98 37.96 31.22 4.9 4.49
18 STREAM 0.0 1.63 0.0 100.0 16.33 0.0 23.67 34.9 37.96 0.2 12.04 12.45
19 STREAM_threads 0.0 1.84 100.0 100.0 100.0 0.0 36.33 39.18 38.57 100.0 100.0 9.8
20 X264_ducks 0.0 82.45 61.63 100.0 14.29 81.63 4.9 4.9 40.61 1.43 2.65 1.43
21 X264_native 0.0 82.04 80.61 100.0 10.82 81.63 2.45 2.45 39.59 1.43 3.27 1.02
22 AVERAGE 0.0 49.01 52.76 100.0 14.5 48.77 9.0 13.74 39.27 11.19 9.02 3.76
