0 Benchmark OPTIMAL RACE ONLINE OFFLINE NUCLEAR HBM CONTROL ADAPT-CONTROL CALOREE-NP ONLINE-ADAPT NUCLEAR-ADAPT HBM-ADAPT
1 BACKPROP 2.31 3.33 98.72 100.0 0.0 0.0 4.1 1.54 37.69 47.95 7.44 7.44
2 BFS 4.1 4.36 3.08 100.0 0.0 3.08 7.69 7.69 37.44 0.0 8.72 6.15
3 BLACKSCHOLES_10M 2.05 2.05 76.92 100.0 17.69 76.92 4.87 5.38 40.51 2.05 2.05 2.56
4 BODYTRACK 6.67 77.18 0.0 100.0 16.15 93.33 3.85 3.85 38.72 0.26 2.31 1.28
5 FACESIM 3.08 78.21 76.92 100.0 16.92 74.87 3.08 4.1 42.82 2.05 3.59 1.03
6 FERRET 2.05 77.69 59.74 100.0 19.74 76.92 5.38 3.33 40.77 2.05 2.82 1.79
7 HEARTWALL 4.62 77.69 76.92 100.0 19.23 76.92 5.9 5.9 40.77 2.05 2.82 2.05
8 HOTSPOT 5.13 3.08 0.0 100.0 0.0 96.92 4.62 4.87 44.87 0.0 6.41 5.9
9 JACOBI 4.1 76.92 100.0 100.0 32.31 32.05 13.33 26.15 38.46 32.56 6.67 4.87
10 KMEANS 5.13 78.21 44.1 100.0 17.69 76.92 8.97 8.97 43.08 2.05 4.1 6.67
11 KMEANSNF 4.87 77.95 21.79 100.0 43.59 43.33 16.67 16.92 42.56 12.31 3.85 3.59
12 LAVAMD 4.87 3.33 100.0 100.0 0.0 0.0 3.85 4.1 36.92 2.31 5.64 5.9
13 LEUKOCYTE 5.38 77.95 76.92 100.0 76.92 76.92 10.77 6.15 37.18 30.0 8.46 5.38
14 LUD 3.59 77.95 87.69 100.0 100.0 21.03 3.08 100.0 41.28 100.0 1.28 25.13
15 NW 3.08 77.95 1.79 100.0 0.0 0.0 3.85 3.85 41.28 0.0 4.62 3.33
16 SHA 2.82 77.44 0.0 100.0 18.72 100.0 7.69 7.69 40.77 0.0 3.08 2.31
17 SRAD 4.87 77.18 100.0 100.0 0.0 0.0 7.44 8.21 40.51 3.33 3.85 4.62
18 STREAM 4.36 3.08 0.0 100.0 38.46 0.0 9.23 22.05 41.03 0.51 10.77 11.28
19 STREAM_threads 4.1 3.33 100.0 100.0 100.0 0.0 32.82 35.38 41.28 100.0 100.0 8.21
20 X264_ducks 2.82 78.21 26.41 100.0 20.77 76.92 3.33 3.59 41.03 1.79 3.85 1.79
21 X264_native 5.38 78.21 76.41 100.0 20.0 76.92 5.9 5.9 38.72 1.79 3.85 2.31
22 AVERAGE 4.07 52.92 53.69 100.0 26.58 47.77 7.92 13.6 40.37 16.34 9.34 5.41
