0 Benchmark OPTIMAL RACE ONLINE OFFLINE NUCLEAR HBM CONTROL ADAPT-CONTROL CALOREE-NP ONLINE-ADAPT NUCLEAR-ADAPT HBM-ADAPT
1 backprop 0.0 0.0 3.16 2.11 3.16 3.16 1.58 3.68 6.32 4.21 100.0 5.26
2 bfs 0.0 0.0 3.68 10.0 3.16 4.21 3.16 22.63 4.21 3.68 100.0 6.84
3 filebound 0.0 0.0 2.11 2.11 1.58 2.11 4.74 4.21 4.74 6.32 100.0 2.63
4 Kmeansnf 0.0 0.0 100.0 100.0 1.58 1.58 100.0 100.0 4.74 4.74 100.0 2.63
5 svmrfe 0.0 0.0 3.16 3.68 3.16 3.16 0.53 17.37 5.26 4.74 100.0 5.79
6 apr 0.0 0.0 44.21 2.63 2.63 2.63 3.16 38.42 1.58 3.68 100.0 5.26
7 btree 0.0 0.0 1.58 1.58 1.58 1.58 3.68 4.21 5.26 3.68 100.0 3.16
8 lud 0.0 0.0 100.0 3.16 3.16 80.53 1.58 50.0 49.47 5.79 100.0 5.79
9 nn 0.0 0.0 3.16 2.63 3.16 2.63 3.68 4.21 8.42 6.32 100.0 3.68
10 particlefilter 0.0 0.0 2.63 3.16 3.16 3.16 4.21 7.89 6.84 5.79 100.0 4.74
11 PLSA 0.0 0.0 4.21 4.21 4.21 4.21 3.16 4.74 4.21 5.26 100.0 5.79
12 Scalparc 0.0 0.0 2.63 2.63 2.63 2.63 3.68 4.21 8.95 4.74 100.0 5.79
13 semphy 0.0 0.0 1.05 1.05 1.05 2.63 4.21 21.05 6.84 6.32 100.0 4.21
14 streamcluster 0.0 0.0 3.16 3.16 3.16 3.16 3.16 5.79 16.84 6.32 100.0 6.32
15 swaptions 0.0 0.0 3.68 3.68 3.68 3.16 3.68 10.0 3.16 5.79 100.0 6.32
16 Swish 0.0 0.0 4.74 3.68 4.74 3.68 3.16 3.16 4.74 4.21 100.0 5.26
17 vips 0.0 0.0 3.16 3.16 3.16 3.16 2.11 17.37 3.16 3.68 100.0 3.68
18 x264 0.0 0.0 3.16 3.68 3.68 2.63 1.58 30.0 4.21 5.26 100.0 6.84
19 blackscholes 0.0 0.0 0.53 0.53 0.53 0.53 3.68 9.47 8.42 5.79 100.0 3.68
20 bodytrack 0.0 0.0 2.11 2.11 2.11 1.58 4.74 1.05 4.21 3.68 100.0 4.21
21 cfd 0.0 0.0 2.63 2.11 2.11 2.63 2.11 11.05 6.32 4.74 100.0 5.26
22 fluidanimate 0.0 0.0 2.63 3.68 3.16 2.63 1.05 8.42 5.26 4.21 100.0 6.32
23 HOP 0.0 0.0 1.58 2.11 1.58 2.11 2.11 1.05 5.26 2.63 100.0 3.68
24 Jacobi 0.0 0.0 100.0 3.68 3.16 3.16 73.68 6.32 5.79 5.79 100.0 5.79
25 Kmeans 0.0 0.0 100.0 10.53 2.63 2.63 25.79 7.37 8.95 53.16 100.0 7.89
26 AVERAGE 0.0 0.0 19.96 7.24 2.72 5.81 10.57 15.75 7.73 6.82 100.0 5.07
