0 Benchmark OPTIMAL RACE ONLINE OFFLINE NUCLEAR HBM CONTROL ADAPT-CONTROL CALOREE-NP ONLINE-ADAPT NUCLEAR-ADAPT HBM-ADAPT
1 backprop 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 38.21 0.26 0.51 0.77
2 bfs 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 39.23 1.28 0.51 0.51
3 filebound 0.0 0.26 0.0 0.0 0.0 0.0 0.0 0.0 35.13 0.77 1.03 0.0
4 Kmeansnf 0.0 100.0 100.0 100.0 0.0 0.0 100.0 100.0 37.44 1.03 0.0 0.0
5 svmrfe 0.0 0.51 0.0 0.0 0.0 0.0 0.51 0.77 40.26 0.26 0.26 0.0
6 apr 0.0 0.26 7.69 0.0 0.0 0.0 0.0 3.08 34.1 0.0 0.0 0.26
7 btree 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 38.46 0.0 1.28 0.51
8 lud 0.0 0.0 85.9 0.0 0.0 28.72 0.77 2.82 37.18 0.51 0.0 0.26
9 nn 0.0 0.26 0.0 0.0 0.0 0.0 0.0 0.0 41.54 0.0 0.0 0.51
10 particlefilter 0.0 0.0 0.0 0.0 0.0 0.0 0.26 0.0 38.72 0.0 0.0 0.26
11 PLSA 0.0 0.26 0.0 0.0 0.0 0.0 1.79 0.0 41.03 0.0 0.0 0.51
12 Scalparc 0.0 0.26 0.0 0.0 0.0 0.0 0.0 0.0 40.0 0.26 0.77 0.0
13 semphy 0.0 0.0 0.0 0.0 0.0 0.0 1.03 0.77 37.95 0.0 0.51 0.26
14 streamcluster 0.0 0.0 0.0 0.0 0.0 0.0 9.74 0.0 36.67 0.26 0.51 1.03
15 swaptions 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 37.44 0.26 0.26 0.0
16 Swish 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 38.21 0.0 0.0 0.0
17 vips 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 38.97 0.51 0.0 0.77
18 x264 0.0 0.0 0.0 0.0 0.0 0.0 0.0 2.31 39.23 0.0 0.0 0.26
19 blackscholes 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 39.49 0.0 0.51 1.28
20 bodytrack 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 36.67 0.51 0.51 0.0
21 cfd 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.26 42.05 0.26 0.0 0.26
22 fluidanimate 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.51 37.44 0.0 0.26 0.0
23 HOP 0.0 0.26 0.0 0.0 0.0 0.0 0.0 0.0 36.15 0.0 0.0 0.26
24 Jacobi 0.0 0.0 100.0 0.0 0.0 0.0 2.82 1.28 36.15 0.26 0.26 0.26
25 Kmeans 0.0 0.51 100.0 1.03 0.0 0.0 0.0 0.0 35.9 2.05 0.26 0.51
26 AVERAGE 0.0 4.1 15.74 4.04 0.0 1.15 4.68 4.47 38.14 0.34 0.3 0.34
