0 Benchmark OPTIMAL RACE ONLINE OFFLINE NUCLEAR HBM CONTROL ADAPT-CONTROL CALOREE-NP ONLINE-ADAPT NUCLEAR-ADAPT HBM-ADAPT
1 backprop 0.0 0.0 0.0 60.77 0.0 0.0 0.0 0.26 41.28 0.51 0.51 0.0
2 bfs 0.0 0.0 0.0 100.0 0.0 0.0 2.56 2.56 40.77 2.31 1.28 2.05
3 filebound 0.0 0.51 0.26 36.15 0.26 0.26 0.0 0.0 39.23 0.51 0.51 1.54
4 Kmeansnf 0.0 100.0 100.0 100.0 100.0 0.0 100.0 100.0 38.46 2.31 22.82 0.51
5 svmrfe 0.0 0.77 82.31 0.0 0.26 0.26 0.51 5.64 41.03 0.51 0.26 0.77
6 apr 0.0 0.51 20.0 0.0 0.0 0.0 0.51 0.0 41.79 2.05 1.54 0.77
7 btree 0.0 0.0 0.0 23.59 0.0 0.0 0.0 0.0 39.49 1.03 0.0 0.51
8 lud 0.0 0.26 100.0 0.0 100.0 2.82 3.85 8.72 38.46 72.05 17.18 1.03
9 nn 0.0 0.51 0.0 94.87 0.0 0.0 0.51 0.51 41.54 1.03 0.77 0.0
10 particlefilter 0.0 0.26 0.0 0.0 0.0 0.0 0.0 0.0 38.97 1.03 1.03 1.03
11 PLSA 0.0 0.0 0.0 0.0 0.0 0.0 1.03 2.05 41.54 0.0 1.03 1.03
12 Scalparc 0.0 0.0 0.0 0.0 0.0 0.0 2.56 0.26 39.49 1.03 0.26 1.79
13 semphy 0.0 0.77 0.0 0.0 0.0 0.0 0.0 0.0 41.28 1.03 0.77 0.51
14 streamcluster 0.0 0.0 0.0 0.0 0.0 14.1 8.97 3.33 43.33 0.51 0.0 0.26
15 swaptions 0.0 1.54 0.26 0.0 0.26 0.51 4.87 9.49 40.26 1.54 0.51 1.79
16 Swish 0.0 0.26 0.0 34.62 0.0 0.0 0.26 0.26 42.82 0.51 2.31 0.26
17 vips 0.0 0.0 0.0 0.0 0.0 0.0 0.26 0.0 41.28 0.77 1.28 1.28
18 x264 0.0 0.26 1.03 0.0 0.0 0.0 0.26 0.26 40.26 1.03 0.51 1.03
19 blackscholes 0.0 0.0 0.0 0.0 0.0 0.0 1.54 0.26 42.56 1.28 0.77 0.51
20 bodytrack 0.0 0.0 0.0 0.0 0.0 0.0 2.82 0.51 40.0 1.28 0.77 0.51
21 cfd 0.0 0.0 0.0 0.0 0.0 0.0 0.26 0.26 38.97 0.26 0.51 0.26
22 fluidanimate 0.0 0.26 0.51 0.0 0.0 0.0 0.26 0.0 37.69 0.0 0.0 1.03
23 HOP 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 40.26 0.51 0.26 0.26
24 Jacobi 0.0 0.77 100.0 0.0 100.0 0.0 1.28 0.26 38.72 0.77 81.03 0.51
25 Kmeans 0.0 0.26 100.0 100.0 100.0 0.0 0.0 0.0 40.26 24.62 100.0 0.26
26 AVERAGE 0.0 4.28 20.17 22.0 16.03 0.72 5.29 5.38 40.39 4.74 9.44 0.78
