0 Benchmark OPTIMAL RACE ONLINE OFFLINE NUCLEAR HBM CONTROL ADAPT-CONTROL CALOREE-NP ONLINE-ADAPT NUCLEAR-ADAPT HBM-ADAPT
1 backprop 0.0 0.0 0.0 1.96 0.0 0.0 2.0 2.37 1.67 4.52 98.34 1.68
2 bfs 0.0 0.0 0.0 10.12 0.0 0.0 0.0 5.01 1.85 4.2 99.21 1.78
3 filebound 0.0 23.45 4.62 13.74 3.18 0.0 17.46 13.92 0.0 5.3 99.18 0.03
4 Kmeansnf 0.0 75.37 67.52 71.65 3.58 0.0 77.25 75.39 4.88 12.64 99.76 14.95
5 svmrfe 0.0 13.32 5.29 0.53 3.89 3.89 27.86 8.41 6.03 10.89 98.48 6.06
6 apr 0.0 10.23 8.31 4.36 0.0 6.3 20.24 4.89 5.1 12.21 98.05 7.63
7 btree 0.0 0.0 0.0 0.0 0.0 0.0 0.11 1.08 0.42 3.52 99.39 0.57
8 lud 0.0 13.68 99.61 0.09 32.32 0.0 37.46 11.44 14.11 33.84 98.87 19.72
9 nn 0.0 35.92 12.61 32.74 13.79 4.22 33.23 31.03 2.95 19.0 99.34 2.77
10 particlefilter 0.0 10.47 3.31 3.09 10.82 0.4 12.09 4.29 1.8 4.15 99.06 1.65
11 PLSA 0.0 35.56 22.22 23.61 13.69 25.13 8.96 27.86 29.27 11.94 99.23 32.33
12 Scalparc 0.0 26.49 2.03 13.93 0.52 14.05 13.74 10.77 6.73 4.03 99.19 6.72
13 semphy 0.0 0.0 0.0 0.0 0.0 0.0 1.24 0.95 0.0 4.88 99.28 0.0
14 streamcluster 0.0 28.54 25.57 15.25 37.81 25.99 33.41 25.09 8.11 26.57 97.39 8.13
15 swaptions 0.0 17.71 0.75 4.44 10.57 4.29 13.31 1.52 2.53 1.02 99.01 2.84
16 Swish 0.0 23.57 4.52 13.65 3.19 0.0 17.58 14.13 0.0 7.55 99.33 0.0
17 vips 0.0 8.66 6.55 10.61 8.07 8.07 19.97 19.76 9.12 13.07 99.37 9.0
18 x264 0.0 10.04 3.53 8.81 4.06 0.05 11.84 3.91 1.43 7.46 99.22 1.35
19 blackscholes 0.0 12.48 3.22 0.84 9.74 0.23 5.02 4.32 4.02 3.03 99.02 5.09
20 bodytrack 0.0 3.38 6.65 0.0 0.66 0.0 8.06 1.79 1.03 2.34 99.19 1.02
21 cfd 0.0 14.26 0.0 0.0 14.68 4.27 14.17 4.1 6.15 3.74 99.28 6.07
22 fluidanimate 0.0 18.36 13.54 1.3 11.51 11.34 17.4 7.79 8.91 12.23 99.12 8.8
23 HOP 0.0 27.39 0.0 17.16 6.77 14.08 9.34 20.8 21.38 8.43 99.32 21.91
24 Jacobi 0.0 19.89 18.81 3.5 14.61 0.0 40.55 9.48 0.55 25.68 99.11 0.63
25 Kmeans 0.0 57.29 100.0 51.17 100.0 0.0 59.19 55.61 2.92 60.7 99.63 2.91
26 AVERAGE 0.0 19.44 16.35 12.1 12.14 4.89 20.06 14.63 5.64 12.12 99.05 6.55
