0 Benchmark OPTIMAL RACE ONLINE OFFLINE NUCLEAR HBM CONTROL ADAPT-CONTROL CALOREE-NP ONLINE-ADAPT NUCLEAR-ADAPT HBM-ADAPT
1 backprop 0.0 0.0 1.58 1.58 1.58 1.58 1.58 32.11 3.68 2.63 100.0 2.63
2 bfs 0.0 0.0 3.68 3.68 3.68 3.68 2.11 50.0 7.89 5.26 100.0 3.68
3 filebound 0.0 0.0 1.58 1.58 1.58 1.58 0.53 9.47 2.11 2.11 100.0 5.26
4 Kmeansnf 0.0 0.0 100.0 100.0 100.0 4.21 100.0 100.0 18.42 25.79 100.0 6.32
5 svmrfe 0.0 0.0 2.63 2.11 2.11 2.11 59.47 4.21 3.68 3.16 100.0 3.16
6 apr 0.0 0.0 17.37 2.63 2.63 2.63 4.21 4.74 7.37 2.63 100.0 2.63
7 btree 0.0 0.0 3.16 3.16 3.68 3.68 4.21 36.84 5.79 4.74 100.0 4.74
8 lud 0.0 0.0 100.0 100.0 100.0 3.68 100.0 21.05 42.11 100.0 100.0 4.74
9 nn 0.0 0.0 5.26 2.11 2.11 2.11 81.58 3.68 4.21 3.68 100.0 3.16
10 particlefilter 0.0 0.0 2.11 3.68 3.68 4.74 3.16 8.42 3.16 3.16 100.0 3.16
11 PLSA 0.0 0.0 50.0 2.11 2.63 50.0 4.74 6.32 8.95 7.37 100.0 5.26
12 Scalparc 0.0 0.0 1.58 1.58 1.58 1.58 2.11 5.79 2.11 4.74 100.0 2.63
13 semphy 0.0 0.0 92.63 1.05 1.05 1.58 3.16 15.79 4.74 3.68 100.0 3.68
14 streamcluster 0.0 0.0 2.63 28.95 100.0 28.95 88.42 39.47 33.16 4.74 100.0 4.74
15 swaptions 0.0 0.0 2.11 2.11 2.11 2.11 3.16 3.16 3.16 3.16 100.0 3.16
16 Swish 0.0 0.0 2.63 2.63 2.11 2.11 1.05 5.79 4.21 4.21 100.0 4.74
17 vips 0.0 0.0 3.16 3.16 4.21 4.21 4.21 26.32 5.79 5.79 100.0 5.79
18 x264 0.0 0.0 3.16 3.16 3.16 3.16 5.79 4.74 6.32 7.37 100.0 4.74
19 blackscholes 0.0 0.0 4.21 3.16 3.16 3.16 3.68 1.58 13.68 6.84 100.0 6.84
20 bodytrack 0.0 0.0 3.16 3.68 3.16 3.68 3.68 3.68 9.47 5.79 100.0 7.37
21 cfd 0.0 0.0 38.42 1.05 2.63 3.16 3.16 5.26 6.84 4.21 100.0 4.21
22 fluidanimate 0.0 0.0 16.32 3.16 3.16 13.16 2.63 11.58 8.95 7.89 100.0 6.32
23 HOP 0.0 0.0 7.89 4.21 3.68 4.21 2.63 8.95 8.95 4.74 100.0 4.74
24 Jacobi 0.0 0.0 100.0 1.05 100.0 1.05 32.11 16.84 4.21 99.47 100.0 3.16
25 Kmeans 0.0 0.0 100.0 100.0 100.0 3.68 100.0 100.0 10.0 100.0 100.0 5.26
26 AVERAGE 0.0 0.0 26.61 15.26 22.15 6.23 24.69 21.03 9.16 16.93 100.0 4.48
