0 Benchmark OPTIMAL RACE ONLINE OFFLINE NUCLEAR HBM CONTROL ADAPT-CONTROL CALOREE-NP ONLINE-ADAPT NUCLEAR-ADAPT HBM-ADAPT
1 backprop 0.0 0.0 0.0 0.0 0.0 0.0 3.4 3.4 2.65 4.72 2.94 2.08
2 bfs 0.0 0.0 0.0 6.26 0.0 0.0 4.48 4.48 3.98 3.67 3.04 1.75
3 filebound 0.0 22.31 3.16 12.42 0.0 0.0 12.72 12.82 4.57 5.56 1.19 0.35
4 Kmeansnf 0.0 74.5 66.36 70.65 0.1 0.0 74.48 74.47 5.17 14.64 5.11 5.11
5 svmrfe 0.0 10.54 2.21 0.0 0.71 0.71 5.39 6.04 8.06 4.86 5.77 5.73
6 apr 0.0 9.06 8.05 2.92 0.0 4.97 4.91 9.89 9.38 7.82 3.62 5.62
7 btree 0.0 0.0 0.0 0.0 0.0 0.0 2.42 2.45 1.67 3.46 3.3 1.18
8 lud 0.0 12.81 29.34 0.0 31.61 24.37 0.49 13.29 12.01 33.01 30.61 22.56
9 nn 0.0 34.6 10.72 31.44 12.1 0.33 29.08 29.17 5.26 18.64 11.8 3.2
10 particlefilter 0.0 9.6 2.32 2.01 9.69 0.0 1.89 3.55 4.61 3.85 6.61 3.14
11 PLSA 0.0 34.26 20.62 21.93 11.28 23.46 18.01 27.7 25.94 14.8 7.0 28.92
12 Scalparc 0.0 25.4 0.46 12.51 0.0 12.47 7.15 5.12 10.52 3.57 1.2 7.98
13 semphy 0.0 0.0 0.0 0.0 0.0 0.0 1.76 1.78 0.64 3.2 2.4 0.46
14 streamcluster 0.0 26.8 23.31 12.77 27.26 1.74 18.01 25.73 18.6 25.26 24.3 8.26
15 swaptions 0.0 17.84 0.84 4.41 3.13 4.34 2.2 3.83 8.81 1.98 4.77 5.33
16 Swish 0.0 22.55 3.2 12.45 0.0 0.0 13.02 13.03 4.74 6.29 1.19 0.15
17 vips 0.0 5.26 2.75 7.14 4.35 4.35 21.6 23.32 8.66 19.57 5.92 5.95
18 x264 0.0 8.72 2.04 7.33 2.44 0.0 4.4 3.26 11.44 6.44 3.85 3.63
19 blackscholes 0.0 11.47 0.0 0.0 5.2 0.0 0.79 2.16 7.17 1.75 6.02 4.34
20 bodytrack 0.0 1.25 4.32 0.0 0.0 0.0 1.3 1.7 3.62 2.78 1.95 0.9
21 cfd 0.0 13.37 0.0 0.0 4.93 4.93 0.76 6.14 8.55 5.56 6.55 6.52
22 fluidanimate 0.0 16.89 11.96 0.0 7.9 9.63 3.87 7.02 10.58 8.58 8.91 5.81
23 HOP 0.0 25.84 0.0 15.25 2.98 12.06 17.43 17.68 21.44 2.45 3.92 18.95
24 Jacobi 0.0 17.94 15.61 0.89 8.88 0.0 6.63 7.3 2.61 18.15 8.77 0.81
25 Kmeans 0.0 55.8 100.0 49.42 11.85 0.0 51.11 51.12 4.2 41.53 12.5 2.78
26 AVERAGE 0.0 18.27 12.29 10.79 5.78 4.13 12.29 14.26 8.2 10.49 6.93 6.06
