0 Benchmark OPTIMAL RACE ONLINE OFFLINE NUCLEAR HBM CONTROL ADAPT-CONTROL CALOREE-NP ONLINE-ADAPT NUCLEAR-ADAPT HBM-ADAPT
1 backprop 0.0 2.31 0.51 0.51 0.0 0.0 4.1 4.1 43.85 3.59 3.08 3.08
2 bfs 0.0 2.05 0.77 0.77 0.77 0.77 5.9 5.9 46.41 3.33 2.31 3.08
3 filebound 0.0 99.23 100.0 99.23 100.0 0.51 99.49 99.49 44.62 4.36 14.87 3.33
4 Kmeansnf 0.0 100.0 100.0 100.0 100.0 0.0 100.0 100.0 43.59 100.0 100.0 4.62
5 svmrfe 0.0 1.28 100.0 0.26 100.0 0.26 1.28 1.28 44.1 77.44 98.21 2.05
6 apr 0.0 1.79 100.0 0.0 100.0 11.54 2.05 1.54 48.97 4.1 20.0 3.08
7 btree 0.0 2.31 0.26 0.0 0.0 0.0 2.82 2.56 43.33 2.82 3.59 3.59
8 lud 0.0 1.54 100.0 0.0 100.0 100.0 1.54 1.28 44.87 100.0 100.0 3.85
9 nn 0.0 99.23 100.0 99.74 100.0 0.51 99.74 99.74 45.38 54.36 100.0 2.82
10 particlefilter 0.0 2.82 89.23 0.26 0.26 99.49 3.33 3.33 47.69 4.87 2.56 3.08
11 PLSA 0.0 4.1 4.36 3.59 0.26 3.59 3.85 3.85 47.95 3.85 2.56 3.59
12 Scalparc 0.0 2.05 0.0 0.0 0.51 0.51 1.28 1.28 44.36 3.85 4.36 3.59
13 semphy 0.0 2.31 0.26 0.26 0.26 0.26 2.82 2.82 46.67 2.82 3.85 2.82
14 streamcluster 0.0 1.54 100.0 0.0 100.0 100.0 1.03 1.03 44.1 78.46 100.0 2.56
15 swaptions 0.0 2.31 0.0 0.0 0.0 0.26 2.31 2.31 44.1 4.62 2.56 2.56
16 Swish 0.0 99.49 100.0 99.49 100.0 0.0 99.49 99.74 43.08 2.05 10.77 2.05
17 vips 0.0 1.28 0.26 0.26 0.26 0.26 1.79 1.79 44.62 4.1 3.33 3.33
18 x264 0.0 1.03 0.77 1.03 100.0 0.0 1.03 0.77 44.1 3.33 19.49 3.33
19 blackscholes 0.0 1.54 38.97 0.51 0.51 0.51 1.54 1.28 47.44 3.33 3.59 3.59
20 bodytrack 0.0 1.54 0.51 0.0 0.0 0.26 1.79 1.54 44.62 2.82 2.82 2.82
21 cfd 0.0 1.28 4.87 0.0 0.0 0.0 1.54 1.79 48.21 3.85 3.85 3.85
22 fluidanimate 0.0 0.77 100.0 0.0 100.0 11.28 2.82 2.82 44.62 13.59 24.1 3.59
23 HOP 0.0 3.59 0.26 0.26 0.51 0.51 1.79 1.79 45.9 2.56 2.82 2.82
24 Jacobi 0.0 1.03 100.0 0.26 100.0 0.26 2.82 3.59 42.82 100.0 100.0 4.1
25 Kmeans 0.0 100.0 100.0 100.0 100.0 0.0 100.0 100.0 45.64 100.0 100.0 2.05
26 AVERAGE 0.0 21.46 49.64 20.26 48.13 13.23 21.85 21.83 45.24 27.36 33.15 3.17
