0 Benchmark OPTIMAL RACE ONLINE OFFLINE NUCLEAR HBM CONTROL ADAPT-CONTROL CALOREE-NP ONLINE-ADAPT NUCLEAR-ADAPT HBM-ADAPT
1 backprop 0.0 0.0 0.0 0.0 0.0 0.0 1.84 3.78 2.97 2.73 98.53 2.97
2 bfs 0.0 0.0 0.0 0.0 0.0 0.0 0.0 5.56 1.44 2.97 99.3 1.44
3 filebound 0.0 23.12 8.79 23.12 2.76 0.0 20.5 23.24 1.07 12.18 99.17 0.96
4 Kmeansnf 0.0 77.36 99.96 79.63 99.96 5.42 79.1 77.39 1.57 12.68 99.78 11.51
5 svmrfe 0.0 11.41 99.03 17.5 99.03 17.54 27.07 0.41 10.91 13.1 98.43 10.97
6 apr 0.0 10.38 14.37 10.38 21.84 2.64 16.87 3.93 13.25 14.58 98.04 9.03
7 btree 0.0 0.0 0.0 0.0 0.0 0.0 0.45 0.96 0.83 2.66 99.44 0.76
8 lud 0.0 13.11 99.61 32.25 99.61 99.61 37.49 0.27 17.34 30.91 98.84 0.0
9 nn 0.0 36.68 32.85 36.68 100.0 23.09 42.06 36.73 7.11 28.97 99.36 7.32
10 particlefilter 0.0 8.07 8.07 15.69 8.44 0.0 18.37 2.0 5.82 9.06 99.05 1.24
11 PLSA 0.0 36.3 28.41 36.3 14.62 25.94 0.76 33.99 33.97 28.5 99.26 17.83
12 Scalparc 0.0 23.94 13.02 23.93 15.39 11.07 3.41 13.63 13.57 7.23 99.12 13.99
13 semphy 0.0 0.0 0.0 0.0 0.0 0.27 1.75 1.64 1.39 1.81 99.36 1.43
14 streamcluster 0.0 18.18 97.66 28.2 97.66 97.66 31.03 5.26 28.11 24.54 96.99 7.57
15 swaptions 0.0 18.43 6.51 18.44 17.57 10.46 7.64 9.02 10.44 8.08 99.01 11.21
16 Swish 0.0 23.02 8.39 23.03 2.5 0.0 19.98 23.04 0.6 7.31 99.31 1.22
17 vips 0.0 13.48 11.49 24.66 12.93 12.93 13.72 10.9 13.24 13.33 99.4 13.24
18 x264 0.0 10.51 4.26 18.31 4.56 7.46 8.52 9.87 7.81 11.34 99.22 7.74
19 blackscholes 0.0 15.34 7.44 22.13 19.88 8.31 0.05 7.53 8.42 7.68 99.07 8.73
20 bodytrack 0.0 5.94 9.13 5.94 7.33 5.76 0.62 0.71 4.81 7.99 99.22 6.72
21 cfd 0.0 16.26 3.89 20.16 16.32 16.32 9.22 0.93 10.1 3.5 99.29 10.08
22 fluidanimate 0.0 17.38 21.41 20.69 23.83 20.63 23.81 1.45 17.87 20.04 99.08 13.68
23 HOP 0.0 27.02 24.76 27.02 9.06 22.88 2.71 15.74 14.88 9.73 99.34 14.52
24 Jacobi 0.0 20.96 99.87 29.14 99.87 4.8 31.77 6.8 1.86 31.97 99.11 1.48
25 Kmeans 0.0 60.31 100.0 63.1 100.0 1.27 62.09 60.36 3.26 9.29 99.66 3.26
26 AVERAGE 0.0 19.49 31.96 23.05 34.93 15.76 18.43 14.2 9.31 12.89 99.06 7.16
