0 Benchmark OPTIMAL RACE ONLINE OFFLINE NUCLEAR HBM CONTROL ADAPT-CONTROL CALOREE-NP ONLINE-ADAPT NUCLEAR-ADAPT HBM-ADAPT
1 backprop 0.0 0.0 0.0 8.48 0.0 0.0 3.9 3.9 2.44 4.11 2.16 2.5
2 bfs 0.0 0.0 0.0 14.05 0.0 0.0 4.21 4.21 2.24 3.47 1.08 1.87
3 filebound 0.0 25.33 5.04 17.4 5.66 0.28 23.18 23.18 8.32 7.78 4.54 0.72
4 Kmeansnf 0.0 77.39 99.96 73.98 99.96 5.26 77.36 77.36 9.49 12.91 11.23 5.35
5 svmrfe 0.0 15.59 9.26 4.52 15.19 15.33 5.85 5.9 11.26 11.45 9.96 7.79
6 apr 0.0 12.82 7.01 5.38 5.62 8.92 4.02 3.55 10.03 8.42 4.28 8.87
7 btree 0.0 0.0 0.0 3.88 0.0 0.0 1.37 1.34 2.59 5.01 0.72 0.8
8 lud 0.0 14.47 99.61 0.0 99.61 14.23 4.63 4.63 17.54 33.75 32.81 21.54
9 nn 0.0 37.55 12.96 30.27 28.0 6.56 34.59 34.59 8.71 19.75 25.62 5.95
10 particlefilter 0.0 12.92 5.72 3.72 13.13 3.08 5.42 5.43 8.47 6.44 11.85 5.6
11 PLSA 0.0 37.84 4.33 27.72 16.56 27.56 27.14 27.17 20.21 5.83 14.27 30.14
12 Scalparc 0.0 29.07 5.48 17.06 8.21 17.06 10.19 15.9 10.77 6.81 6.21 9.23
13 semphy 0.0 0.0 2.36 1.94 0.0 0.0 1.48 1.48 1.69 2.67 2.08 0.65
14 streamcluster 0.0 23.85 24.33 10.88 33.6 26.96 4.03 15.62 15.04 26.64 31.85 22.1
15 swaptions 0.0 18.32 6.37 6.33 11.16 3.57 2.51 2.54 8.81 3.15 10.18 4.86
16 Swish 0.0 25.63 7.06 17.6 5.72 0.04 23.17 23.1 17.09 8.93 4.74 0.85
17 vips 0.0 12.99 10.83 8.59 12.17 12.17 15.48 15.48 13.52 13.96 12.84 12.81
18 x264 0.0 12.66 6.36 11.44 6.77 9.98 3.58 3.57 9.4 6.88 7.08 8.49
19 blackscholes 0.0 14.52 2.55 6.48 19.16 2.55 4.58 4.56 9.7 3.06 13.8 3.02
20 bodytrack 0.0 6.33 9.37 0.0 4.04 1.89 0.39 0.4 9.61 6.69 3.93 2.18
21 cfd 0.0 15.87 1.61 0.0 15.99 9.78 4.07 3.99 9.91 3.41 11.88 6.84
22 fluidanimate 0.0 19.48 14.48 5.95 16.74 12.66 6.74 6.79 15.82 14.91 16.88 12.32
23 HOP 0.0 29.52 0.0 16.54 12.05 16.54 13.65 20.56 25.96 3.4 10.08 19.58
24 Jacobi 0.0 23.44 99.87 7.52 99.87 2.44 0.34 12.19 11.08 33.98 15.77 1.08
25 Kmeans 0.0 60.3 100.0 56.57 100.0 0.0 60.36 60.36 6.55 43.71 21.07 4.84
26 AVERAGE 0.0 21.04 21.38 14.25 25.17 7.87 13.69 15.11 10.65 11.89 11.47 8.0
