0 Benchmark OPTIMAL RACE ONLINE OFFLINE NUCLEAR HBM CONTROL ADAPT-CONTROL CALOREE-NP ONLINE-ADAPT NUCLEAR-ADAPT HBM-ADAPT
1 backprop 0.0 0.0 3.68 3.68 2.11 3.68 3.16 32.11 3.16 3.16 100.0 3.16
2 bfs 0.0 0.0 3.16 2.11 2.11 2.11 0.53 43.68 6.32 4.21 100.0 4.21
3 filebound 0.0 0.0 100.0 100.0 100.0 2.63 73.68 99.47 5.79 5.26 100.0 2.63
4 Kmeansnf 0.0 0.0 100.0 100.0 100.0 3.68 100.0 100.0 4.74 100.0 100.0 5.79
5 svmrfe 0.0 0.0 100.0 0.53 100.0 1.05 48.42 6.32 6.32 6.32 100.0 6.32
6 apr 0.0 0.0 100.0 4.21 100.0 24.21 23.68 5.26 34.74 6.84 100.0 6.84
7 btree 0.0 0.0 2.11 2.11 2.11 2.63 1.58 25.26 4.21 4.21 100.0 4.21
8 lud 0.0 0.0 100.0 2.11 100.0 100.0 100.0 4.74 49.47 100.0 100.0 4.74
9 nn 0.0 0.0 100.0 99.47 100.0 4.21 100.0 99.47 3.68 7.37 100.0 4.21
10 particlefilter 0.0 0.0 95.26 2.63 2.63 100.0 97.89 7.37 2.63 2.63 100.0 3.68
11 PLSA 0.0 0.0 7.37 5.79 1.58 5.79 85.79 6.84 7.37 1.05 100.0 3.16
12 Scalparc 0.0 0.0 3.16 3.16 3.16 3.16 2.63 4.74 7.89 6.84 100.0 6.84
13 semphy 0.0 0.0 2.63 2.63 2.63 3.16 2.63 13.16 5.26 4.21 100.0 4.21
14 streamcluster 0.0 0.0 100.0 3.16 100.0 100.0 100.0 8.42 100.0 9.47 100.0 4.74
15 swaptions 0.0 0.0 2.11 2.11 2.11 2.63 13.68 4.74 3.68 3.16 100.0 3.16
16 Swish 0.0 0.0 100.0 100.0 100.0 3.16 77.89 99.47 4.21 4.21 100.0 4.21
17 vips 0.0 0.0 3.68 4.21 3.68 5.79 3.68 1.58 11.05 10.0 100.0 10.0
18 x264 0.0 0.0 4.21 4.74 100.0 4.74 1.58 4.21 4.74 6.32 100.0 6.32
19 blackscholes 0.0 0.0 41.05 1.05 0.53 1.05 22.11 3.68 3.68 3.68 100.0 3.68
20 bodytrack 0.0 0.0 4.21 4.21 4.21 5.26 2.11 2.63 5.26 5.26 100.0 5.26
21 cfd 0.0 0.0 8.42 1.58 1.58 2.11 99.47 2.63 2.11 2.11 100.0 2.11
22 fluidanimate 0.0 0.0 100.0 1.05 100.0 17.89 62.11 1.05 33.68 3.16 100.0 3.16
23 HOP 0.0 0.0 1.58 1.58 1.05 2.11 4.21 5.26 5.26 4.21 100.0 4.21
24 Jacobi 0.0 0.0 100.0 2.11 100.0 2.11 100.0 11.05 3.68 100.0 100.0 3.16
25 Kmeans 0.0 0.0 100.0 100.0 100.0 2.11 100.0 100.0 11.58 100.0 100.0 5.26
26 AVERAGE 0.0 0.0 51.31 22.17 49.18 16.21 49.07 27.73 13.22 20.15 100.0 4.61
