0 Benchmark OPTIMAL RACE ONLINE OFFLINE NUCLEAR HBM CONTROL ADAPT-CONTROL CALOREE-NP ONLINE-ADAPT NUCLEAR-ADAPT HBM-ADAPT
1 backprop 0.0 0.0 0.0 0.0 0.0 0.0 1.88 2.62 1.59 4.0 98.26 1.55
2 bfs 0.0 0.0 0.0 5.07 0.0 0.0 0.0 3.77 3.41 3.91 99.15 3.45
3 filebound 0.0 21.82 2.6 11.91 0.0 0.0 18.17 12.5 0.0 9.3 99.12 0.0
4 Kmeansnf 0.0 74.17 65.93 70.27 0.0 0.0 76.11 74.18 4.65 12.13 99.74 14.12
5 svmrfe 0.0 9.81 1.45 0.0 0.0 0.0 27.07 5.43 5.06 7.63 98.43 5.08
6 apr 0.0 8.42 7.38 2.41 0.0 4.4 21.17 9.59 4.94 11.51 98.02 4.86
7 btree 0.0 0.0 0.0 0.0 0.0 0.0 0.02 1.41 0.36 2.46 99.32 0.36
8 lud 0.0 12.33 28.94 0.0 31.26 23.94 24.76 10.75 18.96 32.82 98.84 18.6
9 nn 0.0 34.29 10.38 31.02 11.59 0.0 33.25 28.73 2.89 18.23 99.34 2.95
10 particlefilter 0.0 8.98 1.69 1.46 9.34 0.0 13.2 3.35 2.12 3.71 99.02 5.5
11 PLSA 0.0 33.85 20.15 21.51 10.73 23.08 9.69 26.56 29.07 14.51 99.23 29.29
12 Scalparc 0.0 25.05 0.11 12.24 0.0 12.37 14.46 5.18 7.94 4.55 99.15 7.34
13 semphy 0.0 0.0 0.0 0.0 0.0 0.0 1.21 1.02 0.0 3.73 99.23 0.0
14 streamcluster 0.0 26.37 22.89 12.53 26.69 1.06 33.13 25.22 7.94 22.41 97.3 23.83
15 swaptions 0.0 17.42 0.4 4.09 2.67 3.96 15.63 3.76 5.09 1.79 99.0 5.17
16 Swish 0.0 22.16 2.76 12.05 0.0 0.0 18.35 12.73 0.0 7.38 99.3 0.0
17 vips 0.0 4.44 2.24 6.51 3.83 3.83 19.19 22.0 5.11 10.16 99.33 5.11
18 x264 0.0 8.14 1.49 6.89 2.03 0.0 12.72 3.45 3.34 6.07 99.22 3.33
19 blackscholes 0.0 11.11 0.0 0.0 4.82 0.0 6.36 2.23 4.06 1.43 98.97 4.07
20 bodytrack 0.0 0.64 4.01 0.0 0.0 0.0 8.72 1.19 0.51 2.35 99.16 0.55
21 cfd 0.0 13.01 0.0 0.0 4.65 4.64 15.31 5.95 6.21 4.53 99.25 6.25
22 fluidanimate 0.0 16.44 11.5 0.0 7.42 9.24 17.79 6.67 5.58 14.38 99.06 5.82
23 HOP 0.0 25.29 0.0 14.75 2.25 11.59 9.81 17.5 18.45 3.55 99.31 18.45
24 Jacobi 0.0 17.31 14.97 0.42 8.24 0.0 41.29 6.88 0.52 0.59 99.08 0.6
25 Kmeans 0.0 55.29 100.0 48.89 10.94 0.0 56.43 50.94 2.21 58.88 99.59 3.02
26 AVERAGE 0.0 17.85 11.96 10.48 5.46 3.93 19.83 13.74 5.6 10.48 99.02 6.77
