0 Benchmark OPTIMAL RACE ONLINE OFFLINE NUCLEAR HBM CONTROL ADAPT-CONTROL CALOREE-NP ONLINE-ADAPT NUCLEAR-ADAPT HBM-ADAPT
1 backprop 0.0 0.0 3.68 98.95 3.68 4.74 2.63 37.89 4.21 4.74 100.0 5.26
2 bfs 0.0 0.0 3.68 100.0 3.68 3.68 3.16 50.0 6.32 4.74 100.0 7.89
3 filebound 0.0 0.0 2.11 100.0 2.11 1.58 2.11 5.79 6.84 4.21 100.0 4.21
4 Kmeansnf 0.0 0.0 100.0 100.0 100.0 4.21 100.0 100.0 33.68 4.74 100.0 4.74
5 svmrfe 0.0 0.0 39.47 1.05 1.05 1.05 3.68 4.74 6.32 5.79 100.0 3.68
6 apr 0.0 0.0 8.42 3.16 3.68 4.21 3.16 6.84 11.05 6.32 100.0 6.32
7 btree 0.0 0.0 2.63 81.58 2.63 2.63 3.16 35.26 6.32 4.74 100.0 4.74
8 lud 0.0 0.0 100.0 2.11 100.0 2.63 100.0 44.21 35.79 100.0 100.0 4.74
9 nn 0.0 0.0 2.63 96.32 2.11 2.63 3.16 3.16 3.68 3.68 100.0 3.68
10 particlefilter 0.0 0.0 6.84 4.21 4.21 4.21 4.74 3.68 6.32 6.32 100.0 6.32
11 PLSA 0.0 0.0 2.63 2.63 2.63 2.63 4.74 10.53 9.47 4.74 100.0 5.26
12 Scalparc 0.0 0.0 11.05 5.26 4.74 5.26 2.63 4.74 2.63 6.32 100.0 6.32
13 semphy 0.0 0.0 6.32 17.89 2.63 2.11 2.11 16.32 6.84 3.16 100.0 3.16
14 streamcluster 0.0 0.0 3.16 4.21 2.63 96.84 17.37 50.0 5.79 5.26 100.0 5.26
15 swaptions 0.0 0.0 6.84 3.68 4.74 3.16 3.68 3.16 8.42 7.37 100.0 5.26
16 Swish 0.0 0.0 3.68 100.0 3.68 3.68 0.53 3.68 6.32 5.79 100.0 4.74
17 vips 0.0 0.0 3.68 4.21 3.68 4.21 4.21 4.21 6.84 6.32 100.0 6.32
18 x264 0.0 0.0 55.79 2.63 2.63 2.63 2.11 2.63 5.26 4.74 100.0 4.74
19 blackscholes 0.0 0.0 4.21 3.16 3.16 4.21 3.16 5.26 7.37 4.74 100.0 4.74
20 bodytrack 0.0 0.0 3.68 2.63 4.21 4.21 2.63 2.63 11.58 7.37 100.0 5.79
21 cfd 0.0 0.0 1.58 1.58 5.79 5.79 1.58 5.26 12.63 7.37 100.0 7.37
22 fluidanimate 0.0 0.0 2.63 2.63 2.63 5.79 3.16 10.53 4.74 3.68 100.0 3.68
23 HOP 0.0 0.0 2.63 2.63 2.63 2.63 1.58 4.21 12.11 6.32 100.0 6.32
24 Jacobi 0.0 0.0 100.0 1.05 100.0 1.05 47.37 11.05 1.05 61.05 100.0 3.16
25 Kmeans 0.0 0.0 100.0 100.0 100.0 1.58 100.0 85.26 4.74 100.0 100.0 4.21
26 AVERAGE 0.0 0.0 23.09 33.66 18.76 7.09 16.91 20.44 9.05 15.18 100.0 5.12
