0 Benchmark OPTIMAL RACE ONLINE OFFLINE NUCLEAR HBM CONTROL ADAPT-CONTROL CALOREE-NP ONLINE-ADAPT NUCLEAR-ADAPT HBM-ADAPT
1 backprop 0.0 0.0 3.68 3.68 3.68 3.68 2.63 36.32 4.74 4.74 100.0 4.74
2 bfs 0.0 0.0 3.68 3.68 2.63 3.16 2.63 50.0 6.32 3.68 100.0 3.68
3 filebound 0.0 0.0 62.11 66.84 3.16 4.74 16.84 73.68 2.63 7.89 100.0 8.42
4 Kmeansnf 0.0 0.0 100.0 100.0 100.0 3.68 100.0 100.0 7.37 98.42 100.0 6.32
5 svmrfe 0.0 0.0 100.0 2.11 100.0 2.11 52.11 2.11 2.11 2.63 100.0 4.74
6 apr 0.0 0.0 81.05 1.58 1.58 1.58 2.11 1.58 3.68 3.68 100.0 4.21
7 btree 0.0 0.0 3.16 3.16 3.16 3.16 3.16 28.42 5.79 3.68 100.0 3.68
8 lud 0.0 0.0 100.0 100.0 100.0 100.0 100.0 2.63 44.74 100.0 100.0 6.32
9 nn 0.0 0.0 3.16 54.74 100.0 3.16 100.0 56.32 5.26 5.26 100.0 3.68
10 particlefilter 0.0 0.0 2.63 2.11 2.11 71.05 25.79 7.89 3.16 3.68 100.0 2.63
11 PLSA 0.0 0.0 100.0 1.58 1.58 100.0 2.63 1.58 3.16 3.16 100.0 3.16
12 Scalparc 0.0 0.0 3.16 3.16 3.16 14.74 2.63 3.68 4.74 4.21 100.0 6.32
13 semphy 0.0 0.0 3.68 3.16 2.63 3.68 2.11 12.11 6.32 5.79 100.0 4.74
14 streamcluster 0.0 0.0 100.0 98.42 100.0 100.0 100.0 24.74 98.95 5.79 100.0 6.84
15 swaptions 0.0 0.0 14.74 2.63 2.63 4.74 2.63 3.68 4.74 5.79 100.0 5.79
16 Swish 0.0 0.0 62.11 68.42 2.63 4.21 11.58 62.11 5.26 5.26 100.0 6.32
17 vips 0.0 0.0 3.16 3.68 3.68 4.21 3.16 18.95 6.84 5.26 100.0 5.26
18 x264 0.0 0.0 22.11 3.68 3.68 3.68 1.05 5.79 3.68 3.16 100.0 7.89
19 blackscholes 0.0 0.0 3.16 3.16 2.63 3.16 2.11 4.74 8.42 4.74 100.0 4.74
20 bodytrack 0.0 0.0 3.68 3.16 3.68 3.16 4.21 7.89 9.47 5.26 100.0 5.26
21 cfd 0.0 0.0 2.11 2.11 2.11 2.11 0.53 6.32 2.63 4.21 100.0 4.21
22 fluidanimate 0.0 0.0 2.11 2.11 2.11 2.11 8.95 14.74 8.95 7.89 100.0 7.89
23 HOP 0.0 0.0 7.37 2.63 2.63 3.16 2.63 9.47 7.89 4.74 100.0 4.74
24 Jacobi 0.0 0.0 100.0 23.16 100.0 2.11 98.42 13.68 3.68 100.0 100.0 6.32
25 Kmeans 0.0 0.0 100.0 100.0 100.0 2.63 100.0 100.0 12.63 5.26 100.0 5.26
26 AVERAGE 0.0 0.0 39.47 26.36 29.98 18.0 29.92 25.94 10.93 16.17 100.0 5.33
