0 Benchmark OPTIMAL RACE ONLINE OFFLINE NUCLEAR HBM CONTROL ADAPT-CONTROL CALOREE-NP ONLINE-ADAPT NUCLEAR-ADAPT HBM-ADAPT
1 backprop 0.0 0.0 0.0 0.0 0.0 0.0 4.01 4.01 2.29 3.63 1.67 3.0
2 bfs 0.0 0.0 0.0 0.0 0.0 0.0 4.01 4.0 1.5 3.24 1.05 1.87
3 filebound 0.0 24.74 5.9 24.77 4.8 1.37 24.57 24.58 9.19 10.21 4.11 0.57
4 Kmeansnf 0.0 77.72 99.96 77.23 99.96 6.8 77.73 77.73 6.63 13.01 12.82 3.85
5 svmrfe 0.0 14.21 11.35 20.04 13.83 9.95 2.55 2.51 13.49 11.5 12.64 9.55
6 apr 0.0 12.0 11.16 11.8 23.15 9.81 3.42 3.44 12.45 12.43 11.71 9.38
7 btree 0.0 0.0 0.0 0.0 0.0 0.0 1.32 1.36 2.28 4.11 0.82 0.99
8 lud 0.0 14.35 99.61 33.24 99.61 14.29 1.72 1.73 6.96 33.86 32.91 24.99
9 nn 0.0 37.41 25.9 37.41 37.94 6.42 37.04 37.05 13.66 17.79 32.15 6.06
10 particlefilter 0.0 10.65 10.53 18.01 10.86 0.54 2.22 2.21 4.49 5.48 10.03 3.06
11 PLSA 0.0 37.47 27.3 37.44 16.1 27.3 31.6 31.27 20.79 13.81 14.12 29.13
12 Scalparc 0.0 27.4 7.35 27.31 6.03 15.09 14.57 14.84 10.51 8.37 5.32 12.82
13 semphy 0.0 0.0 3.49 0.0 0.0 0.0 1.76 1.76 2.11 3.27 1.87 1.15
14 streamcluster 0.0 20.76 29.05 30.47 97.73 30.47 9.83 9.84 20.06 25.36 31.01 19.46
15 swaptions 0.0 18.44 5.28 18.33 17.47 9.62 5.05 5.18 11.55 4.46 12.39 4.69
16 Swish 0.0 24.83 7.34 24.83 4.75 1.44 24.62 24.62 7.47 8.18 4.29 0.94
17 vips 0.0 14.02 11.93 25.11 13.38 13.38 13.8 13.8 15.23 8.01 13.85 13.85
18 x264 0.0 13.3 5.03 20.8 7.51 6.36 12.32 12.32 13.42 6.82 7.57 7.22
19 blackscholes 0.0 15.09 3.77 22.0 19.72 7.13 4.15 4.33 9.78 5.57 16.1 5.94
20 bodytrack 0.0 6.44 9.52 6.32 4.19 6.38 0.36 0.36 10.02 7.73 4.21 2.55
21 cfd 0.0 16.26 2.08 20.27 16.41 16.41 2.79 2.8 13.17 3.89 13.58 7.51
22 fluidanimate 0.0 18.58 15.17 21.81 24.9 15.48 3.8 3.82 15.6 17.43 20.36 13.38
23 HOP 0.0 29.52 4.99 29.43 12.09 16.57 18.8 19.15 22.13 7.07 10.73 19.14
24 Jacobi 0.0 23.31 99.87 31.23 99.87 2.37 10.66 10.62 10.86 33.81 15.58 2.07
25 Kmeans 0.0 60.72 100.0 63.48 100.0 2.17 60.72 60.72 6.87 43.9 21.67 4.6
26 AVERAGE 0.0 20.69 23.86 24.05 29.21 8.77 14.94 14.96 10.5 12.52 12.5 8.31
