0 Benchmark OPTIMAL RACE ONLINE OFFLINE NUCLEAR HBM CONTROL ADAPT-CONTROL CALOREE-NP ONLINE-ADAPT NUCLEAR-ADAPT HBM-ADAPT
1 backprop 0.0 0.0 0.0 6.25 0.0 0.0 3.77 3.78 3.07 4.47 2.67 2.06
2 bfs 0.0 0.0 0.0 14.48 0.0 0.0 4.41 4.41 2.36 3.69 1.11 1.86
3 filebound 0.0 24.98 7.54 15.46 4.99 0.0 19.37 19.32 5.58 7.48 3.68 1.95
4 Kmeansnf 0.0 76.58 63.06 73.05 99.96 1.81 76.55 76.55 7.03 12.79 8.35 5.49
5 svmrfe 0.0 15.27 7.42 2.65 8.26 6.09 0.18 6.09 15.63 9.6 6.78 6.29
6 apr 0.0 11.97 8.25 6.11 1.84 8.08 2.4 2.16 12.92 8.96 3.06 6.63
7 btree 0.0 0.0 0.0 4.83 0.0 0.0 1.12 1.12 1.69 5.43 1.06 0.72
8 lud 0.0 14.16 99.61 0.57 99.61 32.34 7.58 7.58 15.65 33.66 32.71 16.4
9 nn 0.0 37.42 14.62 34.31 27.85 6.37 31.19 31.18 7.13 24.33 20.75 5.37
10 particlefilter 0.0 12.12 4.82 4.96 12.43 2.3 5.38 5.35 5.81 4.97 10.61 2.59
11 PLSA 0.0 36.96 2.94 25.2 15.33 26.66 9.09 26.9 23.44 9.43 12.4 30.15
12 Scalparc 0.0 28.08 4.12 15.73 4.06 15.82 8.24 13.81 11.15 4.91 3.2 5.82
13 semphy 0.0 0.0 0.0 1.88 0.0 0.0 1.6 1.6 2.72 3.1 2.62 1.1
14 streamcluster 0.0 27.12 24.28 13.31 36.43 24.4 10.58 21.46 19.79 29.21 31.86 3.98
15 swaptions 0.0 18.2 6.21 4.92 11.07 4.85 2.61 3.32 8.27 1.91 7.48 4.36
16 Swish 0.0 25.2 7.8 15.49 5.13 0.0 19.48 19.61 5.0 7.39 3.78 0.01
17 vips 0.0 11.67 9.43 13.51 10.92 10.92 16.14 16.16 12.82 15.08 11.67 11.67
18 x264 0.0 11.79 6.65 10.52 5.81 9.05 4.93 4.98 10.2 7.94 6.51 4.62
19 blackscholes 0.0 13.4 0.39 1.77 17.44 1.22 3.74 4.71 9.71 4.62 11.16 3.18
20 bodytrack 0.0 5.72 8.73 0.0 3.1 1.18 0.66 0.83 6.33 5.3 3.25 1.99
21 cfd 0.0 15.43 1.14 0.98 15.58 5.58 4.14 5.15 9.46 4.45 9.72 6.49
22 fluidanimate 0.0 19.7 13.65 2.79 16.83 12.76 1.35 8.95 17.62 14.47 14.45 10.57
23 HOP 0.0 29.07 2.03 19.01 11.45 15.97 4.27 21.24 22.0 2.11 8.85 22.94
24 Jacobi 0.0 22.16 99.87 6.07 99.87 0.81 2.36 12.47 4.82 32.38 14.58 0.76
25 Kmeans 0.0 59.36 100.0 53.55 100.0 2.87 59.3 59.3 6.56 43.38 18.96 4.13
26 AVERAGE 0.0 20.65 19.7 13.9 24.32 7.56 12.02 15.12 9.87 12.04 10.05 6.45
