0 Benchmark OPTIMAL RACE ONLINE OFFLINE NUCLEAR HBM CONTROL ADAPT-CONTROL CALOREE-NP ONLINE-ADAPT NUCLEAR-ADAPT HBM-ADAPT
1 backprop 0.0 0.8 0.18 0.78 0.0 0.8 1.81 3.94 3.38 2.34 98.57 3.38
2 bfs 0.0 0.0 0.0 0.0 0.0 0.0 0.0 4.17 1.45 2.65 99.32 1.45
3 filebound 0.0 20.22 99.72 20.22 99.71 5.11 17.05 20.23 0.8 11.62 99.13 0.95
4 Kmeansnf 0.0 76.9 99.96 76.9 99.96 3.49 78.66 76.89 1.51 10.84 99.78 7.42
5 svmrfe 0.0 7.33 98.99 7.34 98.99 13.75 22.8 0.38 11.13 14.61 98.35 11.03
6 apr 0.0 7.56 98.69 7.55 98.63 13.39 17.66 2.23 10.48 14.74 98.01 7.32
7 btree 0.0 0.0 0.0 0.0 0.0 0.0 0.6 0.85 1.05 1.95 99.46 1.05
8 lud 0.0 8.52 99.58 8.53 99.58 99.58 34.27 0.02 15.19 27.25 98.76 0.11
9 nn 0.0 30.47 100.0 30.48 100.0 15.55 36.3 30.34 4.2 25.28 99.31 4.63
10 particlefilter 0.0 5.15 0.0 5.15 5.52 0.0 16.74 1.66 9.01 2.99 99.0 0.74
11 PLSA 0.0 33.77 33.83 33.77 11.22 33.77 21.66 33.71 33.68 13.23 99.21 13.21
12 Scalparc 0.0 20.28 8.84 20.29 11.32 8.33 3.78 15.24 15.01 5.86 99.1 15.04
13 semphy 0.0 0.81 0.0 0.82 0.0 1.38 2.55 1.96 2.07 1.71 99.34 2.07
14 streamcluster 0.0 15.17 97.57 15.21 97.57 97.57 28.56 1.12 25.55 23.92 96.87 14.63
15 swaptions 0.0 15.71 15.71 15.71 14.81 14.93 18.22 9.44 10.82 0.46 98.98 10.82
16 Swish 0.0 20.57 99.89 20.56 99.88 5.58 17.38 20.77 1.38 7.35 99.32 1.46
17 vips 0.0 11.6 9.56 11.6 11.04 11.04 8.82 9.06 11.25 8.61 99.38 11.25
18 x264 0.0 7.8 11.7 7.8 99.87 13.98 8.64 8.02 10.36 7.74 99.18 6.45
19 blackscholes 0.0 11.2 4.04 11.21 16.15 18.51 21.25 6.4 6.78 5.77 98.96 6.78
20 bodytrack 0.0 3.81 7.06 3.8 5.23 7.47 0.99 0.49 4.8 6.51 99.2 4.83
21 cfd 0.0 11.99 0.0 11.97 12.25 12.25 30.76 0.68 8.96 1.98 99.29 8.96
22 fluidanimate 0.0 13.34 100.0 13.35 100.0 16.76 21.15 1.43 13.85 9.99 99.02 11.12
23 HOP 0.0 24.14 19.83 24.14 5.47 19.83 3.38 16.13 14.48 12.12 99.29 14.47
24 Jacobi 0.0 18.72 99.87 18.72 99.87 2.1 29.59 2.7 2.4 29.9 99.09 2.18
25 Kmeans 0.0 60.01 100.0 60.01 100.0 1.66 61.8 60.03 1.71 35.25 99.64 1.7
26 AVERAGE 0.0 17.03 48.2 17.04 51.48 16.67 20.18 13.12 8.85 11.39 99.02 6.52
