0 Benchmark OPTIMAL RACE ONLINE OFFLINE NUCLEAR HBM CONTROL ADAPT-CONTROL CALOREE-NP ONLINE-ADAPT NUCLEAR-ADAPT HBM-ADAPT
1 backprop 0.0 0.0 0.0 7.81 0.0 0.0 1.87 3.28 1.98 3.53 98.44 2.0
2 bfs 0.0 0.0 0.0 13.42 0.0 0.0 0.0 4.64 1.35 3.64 99.24 2.2
3 filebound 0.0 25.01 4.57 16.94 5.05 0.0 17.88 22.44 0.29 10.25 99.19 0.38
4 Kmeansnf 0.0 77.22 99.96 73.77 99.96 4.76 78.94 77.22 5.21 13.25 99.77 15.74
5 svmrfe 0.0 15.32 8.96 4.26 14.95 15.08 36.58 5.74 7.79 12.8 98.52 8.03
6 apr 0.0 12.42 6.65 5.13 5.18 8.47 18.25 3.28 8.7 16.22 98.08 8.58
7 btree 0.0 0.0 0.0 3.18 0.0 0.0 0.01 1.22 0.23 4.01 99.42 0.22
8 lud 0.0 14.06 99.61 0.0 99.61 14.06 38.2 7.34 20.43 31.76 98.89 19.38
9 nn 0.0 37.19 12.54 29.9 27.63 6.13 35.09 34.58 5.49 23.9 99.38 5.58
10 particlefilter 0.0 12.77 5.56 3.58 13.12 2.95 9.8 5.1 3.5 6.72 99.1 3.63
11 PLSA 0.0 37.52 3.86 27.34 16.25 27.35 6.72 27.58 28.74 6.6 99.28 28.09
12 Scalparc 0.0 28.81 5.12 16.87 7.98 16.86 12.51 15.65 9.79 7.19 99.18 9.55
13 semphy 0.0 0.0 1.74 1.32 0.0 0.0 0.25 1.19 0.28 4.22 99.33 0.32
14 streamcluster 0.0 23.7 24.2 10.82 33.57 26.9 34.34 15.65 31.08 23.9 97.22 2.66
15 swaptions 0.0 18.15 6.18 6.19 11.05 3.49 10.15 2.69 4.61 3.19 99.02 4.76
16 Swish 0.0 25.5 6.95 17.44 5.64 0.0 18.58 23.04 0.76 8.51 99.34 0.91
17 vips 0.0 12.44 10.42 8.08 12.03 11.88 18.39 15.14 12.58 20.03 99.4 12.58
18 x264 0.0 12.37 6.05 11.17 6.54 9.71 9.88 3.99 8.21 12.14 99.23 8.23
19 blackscholes 0.0 14.14 2.11 6.13 18.92 2.11 2.21 4.26 2.98 2.87 99.04 2.9
20 bodytrack 0.0 6.1 9.28 0.0 3.85 1.68 5.21 0.13 1.99 6.52 99.21 2.11
21 cfd 0.0 15.54 1.23 0.0 15.92 9.62 11.03 3.89 6.38 2.23 99.29 7.81
22 fluidanimate 0.0 19.26 14.2 5.66 16.41 12.31 14.28 6.39 12.56 15.35 99.12 12.18
23 HOP 0.0 29.33 0.0 16.37 11.93 16.37 6.37 20.32 21.78 10.92 99.34 19.58
24 Jacobi 0.0 23.11 99.87 7.24 99.87 2.13 40.78 12.03 0.62 33.66 99.13 0.75
25 Kmeans 0.0 60.15 100.0 56.4 100.0 0.0 61.86 60.1 4.61 63.25 99.65 4.89
26 AVERAGE 0.0 20.8 21.16 13.96 25.02 7.67 19.57 15.08 8.08 13.87 99.07 7.32
