0 Benchmark OPTIMAL RACE ONLINE OFFLINE NUCLEAR HBM CONTROL ADAPT-CONTROL CALOREE-NP ONLINE-ADAPT NUCLEAR-ADAPT HBM-ADAPT
1 backprop 0.0 0.0 0.0 2.7 0.0 0.0 2.7 2.69 2.91 4.85 2.76 2.17
2 bfs 0.0 0.0 0.0 10.82 0.0 0.0 4.54 4.54 4.43 3.83 1.47 1.97
3 filebound 0.0 23.87 5.14 14.22 3.54 0.0 14.34 14.17 3.38 5.6 1.55 0.31
4 Kmeansnf 0.0 75.64 67.87 71.96 4.61 0.0 75.64 75.64 6.4 14.16 5.44 5.08
5 svmrfe 0.0 13.9 5.91 1.02 4.49 4.49 1.63 10.12 15.25 6.51 6.52 6.55
6 apr 0.0 10.81 8.9 4.74 0.42 6.75 4.37 5.32 8.34 8.23 3.36 5.56
7 btree 0.0 0.0 0.0 0.37 0.0 0.0 1.83 1.84 1.53 4.89 2.2 1.3
8 lud 0.0 14.03 99.61 0.37 32.59 0.0 10.89 10.89 19.15 31.94 32.29 10.1
9 nn 0.0 36.24 12.96 33.06 14.2 4.54 31.37 31.36 15.65 19.14 15.21 2.97
10 particlefilter 0.0 10.87 3.73 3.42 10.99 0.71 4.04 4.47 4.65 4.18 8.72 1.94
11 PLSA 0.0 35.92 22.66 23.94 13.9 25.43 12.15 28.64 19.72 12.18 9.99 30.21
12 Scalparc 0.0 26.64 2.16 14.0 0.72 14.1 10.85 11.13 16.21 4.19 1.54 6.97
13 semphy 0.0 0.0 0.0 0.0 0.0 0.0 1.62 1.63 1.94 3.41 2.47 0.81
14 streamcluster 0.0 28.97 25.85 15.45 38.01 26.3 16.53 25.87 24.5 30.43 30.62 8.48
15 swaptions 0.0 17.98 1.06 4.63 10.79 4.56 4.8 1.47 8.22 1.41 4.49 2.59
16 Swish 0.0 24.11 5.19 14.25 3.71 0.0 14.37 14.44 11.67 5.77 1.6 0.08
17 vips 0.0 9.49 6.95 11.15 8.48 8.48 19.2 20.31 10.8 16.67 9.6 9.57
18 x264 0.0 10.51 4.01 9.19 4.36 0.52 5.06 4.33 5.31 5.58 5.18 1.7
19 blackscholes 0.0 12.46 3.16 0.66 9.7 0.11 0.37 4.41 5.38 3.19 7.85 4.13
20 bodytrack 0.0 3.81 6.87 0.0 1.11 0.0 1.14 2.34 4.62 2.74 2.29 1.46
21 cfd 0.0 14.7 0.17 0.01 14.75 4.66 0.07 4.34 8.39 5.95 7.47 6.38
22 fluidanimate 0.0 18.75 13.96 1.52 11.84 11.62 1.33 7.9 12.94 12.29 11.05 9.08
23 HOP 0.0 27.73 0.13 17.44 7.18 14.34 13.62 21.09 25.05 1.74 6.33 21.77
24 Jacobi 0.0 20.35 19.28 3.86 15.11 0.0 4.67 9.89 2.87 25.89 13.0 0.87
25 Kmeans 0.0 57.74 100.0 51.62 100.0 0.0 55.95 55.95 5.59 42.55 15.72 3.33
26 AVERAGE 0.0 19.78 16.62 12.42 12.42 5.06 12.52 14.99 9.8 11.09 8.35 5.82
