0 Benchmark OPTIMAL RACE ONLINE OFFLINE NUCLEAR HBM CONTROL ADAPT-CONTROL CALOREE-NP ONLINE-ADAPT NUCLEAR-ADAPT HBM-ADAPT
1 backprop 0.0 0.0 0.0 0.26 0.0 0.0 0.0 0.0 41.28 0.26 1.03 0.77
2 bfs 0.0 0.0 0.0 87.95 0.0 0.0 1.54 1.54 38.72 1.03 0.26 0.77
3 filebound 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 39.74 0.0 0.0 0.26
4 Kmeansnf 0.0 100.0 100.0 100.0 0.0 0.0 100.0 100.0 42.05 2.31 1.03 0.77
5 svmrfe 0.0 0.0 0.26 0.0 0.0 0.0 0.0 28.97 41.28 0.0 0.26 0.51
6 apr 0.0 0.0 21.03 0.0 0.0 0.0 0.0 4.62 37.95 0.0 0.77 0.26
7 btree 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 40.26 0.51 0.51 0.51
8 lud 0.0 0.26 100.0 0.0 0.0 0.0 4.87 5.13 43.08 0.77 1.03 1.28
9 nn 0.0 0.0 0.0 1.79 0.0 0.0 0.0 0.0 42.31 0.0 0.51 0.26
10 particlefilter 0.0 0.0 0.0 0.0 0.0 0.0 1.03 0.26 41.79 0.51 0.0 0.0
11 PLSA 0.0 0.26 0.0 0.0 0.0 0.0 24.36 0.77 36.92 0.51 0.51 0.0
12 Scalparc 0.0 0.0 0.0 0.0 0.0 0.0 0.26 0.26 39.74 0.51 1.28 0.26
13 semphy 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 39.49 0.0 0.0 0.26
14 streamcluster 0.0 0.0 0.0 0.0 0.0 0.0 15.38 1.54 42.31 0.0 0.77 0.26
15 swaptions 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.77 39.74 0.0 0.51 0.51
16 Swish 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 40.51 1.28 0.51 0.26
17 vips 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 37.95 0.26 1.54 0.77
18 x264 0.0 0.0 0.0 0.0 0.0 0.0 5.9 0.0 37.44 0.51 0.0 0.26
19 blackscholes 0.0 0.51 0.26 0.0 0.26 0.0 0.51 0.0 40.0 0.51 0.26 1.03
20 bodytrack 0.0 0.26 0.0 0.0 0.0 0.0 0.0 0.26 39.23 0.0 0.51 0.26
21 cfd 0.0 0.0 0.0 0.0 0.0 0.0 0.26 0.26 39.23 0.77 0.0 0.0
22 fluidanimate 0.0 0.26 1.03 0.0 0.51 0.0 0.77 0.0 40.51 0.0 0.0 0.0
23 HOP 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 41.28 0.26 1.28 0.77
24 Jacobi 0.0 0.0 100.0 0.0 0.0 0.0 1.28 0.0 37.95 0.77 1.28 1.03
25 Kmeans 0.0 0.0 100.0 84.62 100.0 0.0 0.0 0.0 36.67 23.59 31.54 0.77
26 AVERAGE 0.0 4.06 16.9 10.98 4.03 0.0 6.25 5.77 39.9 1.37 1.82 0.47
