0 Benchmark OPTIMAL RACE ONLINE OFFLINE NUCLEAR HBM CONTROL ADAPT-CONTROL CALOREE-NP ONLINE-ADAPT NUCLEAR-ADAPT HBM-ADAPT
1 backprop 0.0 0.0 1.58 3.16 1.58 1.58 2.11 7.37 4.21 4.21 100.0 3.68
2 bfs 0.0 0.0 3.16 99.47 3.68 3.16 4.21 49.47 2.63 4.74 100.0 4.74
3 filebound 0.0 0.0 3.16 2.63 2.63 2.63 2.11 2.63 5.26 4.74 100.0 4.21
4 Kmeansnf 0.0 0.0 100.0 100.0 2.11 2.11 100.0 100.0 5.79 5.26 100.0 4.21
5 svmrfe 0.0 0.0 12.63 3.16 3.16 3.16 3.68 36.32 4.74 4.21 100.0 5.26
6 apr 0.0 0.0 66.84 2.63 2.63 2.63 3.16 16.32 8.42 4.74 100.0 5.26
7 btree 0.0 0.0 1.58 1.58 1.58 1.58 1.58 2.63 4.74 4.21 100.0 4.21
8 lud 0.0 0.0 100.0 2.11 1.58 2.11 62.11 50.0 49.47 11.58 100.0 3.16
9 nn 0.0 0.0 3.16 22.63 3.16 3.16 2.11 18.42 6.32 3.16 100.0 4.21
10 particlefilter 0.0 0.0 3.68 3.68 3.68 3.68 3.68 4.21 7.37 7.37 100.0 5.26
11 PLSA 0.0 0.0 4.21 1.58 1.58 1.58 3.68 33.68 21.58 5.26 100.0 6.32
12 Scalparc 0.0 0.0 1.58 1.58 1.58 1.58 3.16 4.74 15.26 2.11 100.0 5.26
13 semphy 0.0 0.0 3.68 3.68 3.68 3.68 2.11 4.21 4.74 3.16 100.0 7.37
14 streamcluster 0.0 0.0 2.63 2.63 2.63 2.63 3.68 35.26 16.84 6.32 100.0 6.32
15 swaptions 0.0 0.0 2.11 2.11 2.11 2.11 3.68 5.79 6.32 5.79 100.0 5.79
16 Swish 0.0 0.0 5.79 5.26 5.79 5.26 3.16 3.68 3.16 2.11 100.0 7.37
17 vips 0.0 0.0 3.68 3.68 3.68 4.21 4.21 14.74 6.32 5.79 100.0 5.79
18 x264 0.0 0.0 3.16 3.16 3.16 3.16 3.16 6.84 7.89 4.74 100.0 4.21
19 blackscholes 0.0 0.0 3.68 4.74 3.68 3.68 2.63 3.68 6.32 5.79 100.0 4.21
20 bodytrack 0.0 0.0 3.16 3.16 3.68 3.68 2.63 17.89 7.37 7.89 100.0 4.74
21 cfd 0.0 0.0 1.05 1.05 4.21 1.05 3.68 2.63 12.11 5.79 100.0 5.79
22 fluidanimate 0.0 0.0 12.63 3.68 2.63 2.63 2.63 2.63 3.16 5.26 100.0 5.26
23 HOP 0.0 0.0 1.05 1.05 1.05 1.05 3.16 5.79 6.84 2.11 100.0 3.68
24 Jacobi 0.0 0.0 100.0 2.63 2.11 2.11 58.95 6.84 7.37 5.79 100.0 3.68
25 Kmeans 0.0 0.0 100.0 99.47 100.0 1.05 97.37 3.68 7.37 100.0 100.0 4.21
26 AVERAGE 0.0 0.0 21.77 15.22 6.69 2.61 15.31 17.58 9.26 8.88 100.0 4.97
