0 Benchmark OPTIMAL RACE ONLINE OFFLINE NUCLEAR HBM CONTROL ADAPT-CONTROL CALOREE-NP ONLINE-ADAPT NUCLEAR-ADAPT HBM-ADAPT
1 backprop 0.0 1.03 0.0 96.92 0.0 0.0 1.03 1.03 42.31 1.54 1.54 1.28
2 bfs 0.0 0.77 0.0 100.0 0.0 0.0 2.56 2.56 39.49 2.05 1.28 1.28
3 filebound 0.0 0.26 0.0 98.72 0.0 0.0 0.51 0.51 43.85 1.28 1.54 0.77
4 Kmeansnf 0.0 100.0 100.0 100.0 100.0 0.0 100.0 100.0 40.77 2.56 99.49 1.79
5 svmrfe 0.0 0.77 15.13 0.26 0.26 0.26 0.0 0.0 39.23 1.03 1.03 1.28
6 apr 0.0 0.0 0.77 0.0 0.0 0.0 1.79 0.26 44.1 1.79 1.03 1.28
7 btree 0.0 0.0 0.0 62.05 0.0 0.0 0.51 1.03 38.72 1.79 1.03 1.03
8 lud 0.0 0.51 100.0 0.0 100.0 0.0 5.9 7.95 41.28 99.74 98.21 1.03
9 nn 0.0 0.0 0.26 81.54 0.26 0.26 0.26 0.51 40.77 1.28 2.05 1.79
10 particlefilter 0.0 0.26 0.51 0.0 0.0 0.0 0.51 0.77 42.56 0.51 2.31 0.51
11 PLSA 0.0 0.0 0.0 0.0 0.0 0.0 0.26 0.26 44.36 0.51 2.05 2.05
12 Scalparc 0.0 1.03 1.54 0.0 0.0 0.0 1.03 1.03 44.1 2.56 1.28 1.03
13 semphy 0.0 0.51 0.51 4.36 0.0 0.0 0.51 0.51 42.05 0.77 1.28 0.26
14 streamcluster 0.0 0.51 0.0 0.0 0.0 80.26 0.77 5.9 41.54 1.54 1.54 1.79
15 swaptions 0.0 0.26 0.26 0.26 0.0 0.0 0.0 0.26 43.59 1.03 2.31 1.03
16 Swish 0.0 0.0 0.0 99.49 0.0 0.0 0.0 0.26 39.74 2.31 0.51 2.05
17 vips 0.0 0.0 0.0 0.0 0.0 0.0 0.26 0.26 41.54 2.82 1.28 2.82
18 x264 0.0 0.0 28.46 0.0 0.0 0.0 0.0 0.51 42.05 1.03 0.77 2.05
19 blackscholes 0.0 0.0 0.0 0.0 0.0 0.0 0.26 0.26 41.28 2.56 0.77 0.77
20 bodytrack 0.0 1.28 0.0 0.0 0.0 0.0 0.51 0.26 42.56 1.54 1.54 1.54
21 cfd 0.0 0.26 0.26 0.26 0.0 0.26 0.26 0.26 39.74 1.28 1.54 1.54
22 fluidanimate 0.0 0.0 0.0 0.0 0.0 0.77 1.54 1.03 44.1 2.56 0.51 1.03
23 HOP 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.26 43.33 1.03 0.77 1.54
24 Jacobi 0.0 1.54 100.0 0.26 100.0 0.0 0.26 1.79 41.79 31.03 100.0 1.28
25 Kmeans 0.0 53.33 100.0 100.0 100.0 0.0 60.51 60.51 45.13 24.62 100.0 0.77
26 AVERAGE 0.0 6.49 17.91 29.76 16.02 3.27 7.17 7.52 42.0 7.63 17.03 1.34
