Benchmark OPTIMAL RACE ONLINE OFFLINE NUCLEAR HBM CONTROL ADAPT-CONTROL CALOREE-NP ONLINE-ADAPT NUCLEAR-ADAPT HBM-ADAPT
backprop 0 25.2667 5.74727 5.53207 2.395 1.582 6.17461 2.9112 2.17324 5.1554 4.47408 2.27079
bfs 0 26.7957 2.45988 7.52038 0 0.153014 0.0664074 3.87679 3.64816 3.13206 2.25827 4.28041
filebound 0 0 6.09527 9.71106 2.37288 1.5395 12.7976 13.4046 0.779893 12.6533 12.5308 1.89343
Kmeansnf 0 19.5862 19.0989 49.2228 4.67027 4.67031 4.55032 65.2989 5.254 14.4273 5.15856 13.1289
svmrfe 0 8.07918 4.06028 4.64978 5.87877 5.87885 9.91046 6.98736 5.18614 11.9228 9.82876 10.0952
apr 0 3.64045 4.75829 11.4494 5.35795 5.80558 22.9342 11.2855 5.35375 11.619 7.62581 5.89634
btree 0 23.8206 7.62915 2.69287 0 0.418284 2.25053 1.823 1.11767 3.21212 2.84647 1.71544
lud 0 0 24.0699 8.37411 35.78 20.8857 28.8443 12.4037 18.9966 32.7075 32.9433 18.7652
nn 0 4.54096 22.29 26.096 17.2002 3.96498 11.2863 29.8853 3.80436 18.8791 15.2246 5.57719
particlefilter 0 0 4.16532 4.18059 11.8661 0 19.6178 4.62368 2.7749 4.44385 22.7885 6.38498
PLSA 0 0 15.3287 20.5272 13.8601 15.1473 17.4412 26.5932 29.5031 14.8618 15.1648 29.5751
Scalparc 0 0 8.13863 15.3932 5.08184 3.05353 14.2857 6.61648 8.30372 10.2328 13.3117 8.96616
semphy 0 22.352 2.33708 1.86149 2.00818 0.158447 4.98 1.49341 0.672685 4.19641 3.68753 0.854439
streamcluster 0 6.16516 26.9367 26.385 28.5069 11.7225 15.6147 24.7095 8.27364 23.2192 34.2681 24.9235
swaptions 0 0 8.07986 10.1635 6.59021 7.72683 21.4738 6.83729 5.00957 2.33498 6.02683 6.32821
Swish 0 0 6.15359 9.34056 1.99924 1.08524 12.6846 13.5147 0.598847 7.99553 12.3441 1.06132
vips 0 18.1232 25.8188 18.3506 13.8851 13.8851 21.5849 21.5643 6.30808 10.1068 6.01084 5.39871
x264 0 0 2.3774 5.4025 5.99273 6.45687 16.3762 5.1142 4.02595 7.76178 14.4884 4.29704
blackscholes 0 0 7.41401 4.20416 7.5264 7.37316 17.2539 6.22329 4.7441 2.87327 7.55505 4.7929
bodytrack 0 0.980851 3.61617 3.25095 3.54912 3.8208 11.0095 1.9273 0.95704 2.70144 10.0235 2.30642
cfd 0 0 0 4.94953 7.74343 7.74342 22.5219 9.03396 7.00774 5.0448 16.5468 6.92014
fluidanimate 0 0 12.9598 14.6087 10.4725 4.0037 21.9989 8.55815 7.05564 14.5354 10.2767 7.26251
HOP 0 0.00235483 3.8379 21.9795 3.91678 21.9843 16.7637 19.6455 19.0435 17.3662 14.3053 19.0934
Jacobi 0 0 4.47363 14.4732 10.9576 5.10472 39.8468 7.50174 2.47758 6.8829 9.08008 2.67731
Kmeans 0 15.2461 15.2461 41.9157 12.1191 3.2046 2.5131 52.8992 2.96519 57.5674 12.0331 3.78784
AVERAGE 1 1.06984 1.09724 1.13689 1.08789 1.06295 1.14991 1.14589 1.06241 1.12233 1.12032 1.0793
