Benchmark OPTIMAL RACE ONLINE OFFLINE NUCLEAR HBM CONTROL ADAPT-CONTROL CALOREE-NP ONLINE-ADAPT NUCLEAR-ADAPT HBM-ADAPT
backprop 0 23.9083 1.76887 6.43337 0.659762 0 6.2171 3.40706 1.88948 6.21518 5.50468 3.28198
bfs 0 24.5157 0 8.60034 0 0 0.0863997 2.95746 3.70152 3.53306 3.10135 3.67659
filebound 0 0 5.92653 9.50965 3.68442 0.367119 10.5168 9.73621 0.613727 6.27873 11.6755 1.79689
Kmeansnf 0 18.8883 17.5453 43.2376 3.8452 3.84517 1.92723 64.8796 4.04717 10.5943 4.15036 15.1697
svmrfe 0 8.97368 4.25076 4.99895 3.36273 5.97046 3.31546 7.11001 4.32495 6.85946 7.26171 4.53991
apr 0 6.46674 1.7357 10.181 5.69036 2.91963 22.7692 14.1962 3.2422 4.92079 5.05975 3.18325
btree 0 23.2043 6.88367 3.68531 0 0 2.54112 2.43981 1.7452 2.61127 4.16728 1.90062
lud 0 0 17.6819 9.60206 29.753 19.3825 24.8311 16.084 19.5796 28.5087 32.8451 17.0903
nn 0 8.11081 12.502 27.1818 18.1838 1.82334 15.5796 27.8137 3.4234 15.3155 14.4275 4.07374
particlefilter 0 0 4.07367 5.2906 10.2944 0 20.8744 13.4555 1.18244 3.15338 23.5793 2.08518
PLSA 0 1.25937 17.7244 6.06355 10.5124 13.9355 18.9242 20.562 21.3532 17.4824 11.3971 22.091
Scalparc 0 0 5.15629 8.28588 2.13116 1.17 13.9916 8.34783 2.01965 4.60937 6.24567 1.65014
semphy 0 21.3267 1.87294 0.706589 0.45313 0 4.24936 1.29367 0.877085 3.16457 2.08393 0.801094
streamcluster 0 9.34842 21.5971 22.1818 8.023 8.02304 7.31451 2.58924 7.40486 15.3808 26.3823 9.30636
swaptions 0 0 6.29945 10.1031 13.7998 5.16629 24.2498 16.3358 3.26698 5.18088 10.5175 4.39737
Swish 0 0 4.17619 9.84201 4.17628 0.459824 10.6824 9.681 0.670387 6.36632 12.1287 1.7631
vips 0 18.2959 5.6401 23.5085 3.85461 3.85445 21.4832 22.231 4.28341 11.9816 5.91353 4.32746
x264 0 0 4.31367 6.45744 2.14423 6.05185 18.4437 10.0401 5.84986 7.40549 16.3246 7.7667
blackscholes 0 0 7.12435 5.31424 8.54527 1.82444 19.4197 16.1293 2.98412 3.83184 10.5055 4.11247
bodytrack 0 4.81424 4.3022 4.67912 1.77821 0.0863085 12.3663 5.67222 1.28616 3.70907 7.40986 1.25463
cfd 0 0 1.17216 9.94899 11.5207 5.7689 23.9448 15.5003 6.57759 4.40114 12.7033 6.17307
fluidanimate 0 0 8.55207 9.45428 13.651 5.42888 22.5171 13.7609 3.75659 6.35663 11.9221 6.61214
HOP 0 3.36819 19.1095 16.5486 7.15313 19.1019 18.018 18.4953 14.7563 5.16458 10.8273 16.0932
Jacobi 0 0 6.97192 9.52386 8.8122 8.40423 39.9587 8.4236 3.70857 4.30546 6.64378 3.66761
Kmeans 0 15.584 14.4015 35.8423 12.4682 2.34784 1.58108 50.4651 1.83403 55.6753 9.49135 3.45595
AVERAGE 1 1.07523 1.08031 1.12287 1.0738 1.04637 1.14632 1.15264 1.04975 1.0972 1.10891 1.06011
