Benchmark OPTIMAL RACE ONLINE OFFLINE NUCLEAR HBM CONTROL ADAPT-CONTROL CALOREE-NP ONLINE-ADAPT NUCLEAR-ADAPT HBM-ADAPT
backprop 0 0.796678 0.178463 0.780942 0 0.796985 1.80744 3.94011 3.3837 2.34096 98.5711 3.37725
bfs 0 0 0 0 0 0 0 4.16981 1.44784 2.64982 99.3188 1.44783
filebound 0 20.2189 99.7182 20.2171 99.7078 5.11053 17.0548 20.2312 0.797956 11.6212 99.1283 0.951442
Kmeansnf 0 76.9 99.9572 76.9017 99.9572 3.48682 78.6605 76.8918 1.50546 10.8441 99.7751 7.42246
svmrfe 0 7.33395 98.9891 7.34267 98.9889 13.7469 22.7981 0.37809 11.1288 14.6124 98.3473 11.0283
apr 0 7.55964 98.6902 7.55345 98.6277 13.3935 17.6636 2.23292 10.4842 14.7388 98.0119 7.32151
btree 0 0 0 0 0 0 0.604223 0.851135 1.05369 1.95222 99.4583 1.05319
lud 0 8.51762 99.5844 8.52508 99.5844 99.5844 34.2657 0.0210236 15.1865 27.2484 98.7575 0.108598
nn 0 30.4743 100 30.4756 100 15.5496 36.2992 30.3351 4.19861 25.2794 99.313 4.63033
particlefilter 0 5.14875 0 5.15092 5.52322 0 16.7398 1.65578 9.00793 2.98797 99.0017 0.741962
PLSA 0 33.7672 33.8251 33.7656 11.2229 33.7673 21.6587 33.7064 33.6828 13.2271 99.21 13.213
Scalparc 0 20.2841 8.84091 20.2857 11.323 8.33455 3.78305 15.2364 15.0055 5.85689 99.0998 15.035
semphy 0 0.810619 0 0.818512 0 1.37812 2.54649 1.96165 2.07181 1.70677 99.3417 2.07234
streamcluster 0 15.1688 97.5715 15.2057 97.5722 97.5722 28.5568 1.11626 25.5514 23.9212 96.8733 14.6295
swaptions 0 15.7059 15.7059 15.7102 14.8098 14.9324 18.2239 9.43813 10.8193 0.460355 98.9804 10.8216
Swish 0 20.566 99.8874 20.5589 99.8808 5.57733 17.3754 20.774 1.37736 7.35173 99.323 1.45885
vips 0 11.6026 9.5608 11.6037 11.0351 11.0351 8.81854 9.06009 11.2543 8.60968 99.3833 11.2544
x264 0 7.79804 11.6979 7.80118 99.8721 13.9806 8.63824 8.01567 10.358 7.73512 99.184 6.45008
blackscholes 0 11.1977 4.03847 11.2087 16.1472 18.5099 21.2508 6.40441 6.78234 5.7651 98.9605 6.77722
bodytrack 0 3.80535 7.06472 3.79767 5.22685 7.47179 0.987391 0.489393 4.80345 6.50621 99.1954 4.82897
cfd 0 11.9854 0 11.9716 12.2452 12.2455 30.7554 0.679934 8.96344 1.98028 99.2856 8.95812
fluidanimate 0 13.3431 100 13.3467 100 16.7594 21.1458 1.42953 13.8469 9.99237 99.0226 11.1189
HOP 0 24.1417 19.8348 24.1428 5.46539 19.8348 3.38049 16.1329 14.479 12.1246 99.2928 14.4715
Jacobi 0 18.7176 99.8661 18.7164 99.8661 2.09832 29.5861 2.70451 2.40051 29.898 99.0928 2.18315
Kmeans 0 60.007 99.9957 60.0082 99.9957 1.65518 61.8021 60.0331 1.7056 35.2484 99.6393 1.70098
AVERAGE 1 1.17034 1.482 1.17036 1.51482 1.16673 1.20176 1.13116 1.08852 1.11386 1.99023 1.06522
