Benchmark OPTIMAL RACE ONLINE OFFLINE NUCLEAR HBM CONTROL ADAPT-CONTROL  CALOREE-NP ONLINE-ADAPT NUCLEAR-ADAPT HBM-ADAPT
backprop 0 0 0.0263158 0.942105 0.0210526 0.0210526 0.0789474 0.0947368 0.0473684 0.0894737 0.0894737 0.0315789
bfs 0 0 0.0315789 1 0.0315789 0.0263158 0.0105263 0.126316 0.0631579 0.0578947 0.0578947 0.0578947
filebound 0 0 0.0315789 0.173684 0.0315789 0.0368421 0.163158 0.00526316 0.0578947 0.0473684 0.0473684 0.0473684
Kmeansnf 0 0 1 1 0.0157895 0.0157895 0.0105263 1 0.0578947 0.0368421 0.0368421 0.0368421
svmrfe 0 0 0.0157895 0.0263158 0.0210526 0.0157895 0.0210526 0.105263 0.0473684 0.0684211 0.0684211 0.0684211
apr 0 0 0.0894737 0.0315789 0.0315789 0.0368421 0.557895 0.352632 0.0526316 0.0473684 0.0473684 0.0421053
btree 0 0 0.0210526 0.647368 0.0157895 0.0157895 0.0157895 0.0789474 0.0578947 0.0526316 0.0526316 0.0578947
lud 0 0 0.263158 0.926316 0.0210526 0.0842105 0.0157895 0.473684 0.284211 0.0263158 0.0263158 0.0263158
nn 0 0 0.0210526 0.768421 0.0210526 0.0210526 0.1 0.0526316 0.0684211 0.0631579 0.0631579 0.0421053
particlefilter 0 0 0.0157895 0.0157895 0.0105263 0.142105 0.363158 0.0789474 0.0421053 0.0421053 0.0421053 0.0315789
PLSA 0 0 0.242105 0.0526316 0.0368421 0.294737 0.505263 0.0315789 0.0421053 0.0526316 0.0526316 0.0526316
Scalparc 0 0 0.0315789 0.0315789 0.0315789 0.0421053 0.526316 0.0684211 0.0526316 0.0263158 0.0263158 0.0421053
semphy 0 0 0.0368421 0.294737 0.0368421 0.0368421 0.0263158 0.121053 0.0684211 0.0473684 0.0473684 0.0473684
streamcluster 0 0 0.0263158 0.0263158 0.0263158 0.0263158 0.184211 0.0894737 0.157895 0.0368421 0.0368421 0.0368421
swaptions 0 0 0.0421053 0.0368421 0.0368421 0.0368421 0.431579 0.184211 0.0736842 0.0210526 0.0210526 0.0526316
Swish 0 0 0.0421053 0.189474 0.0473684 0.0421053 0.157895 0.0315789 0.0526316 0.0421053 0.0421053 0.0368421
vips 0 0 0.0368421 0.0157895 0.0157895 0.0157895 0.4 0.210526 0.0578947 0.0210526 0.0210526 0.0315789
x264 0 0 0.00526316 0.00526316 0.00526316 0.00526316 0.489474 0.0894737 0.0526316 0.0526316 0.0526316 0.0263158
blackscholes 0 0 0.0263158 0.0263158 0.0315789 0.0263158 0.431579 0.142105 0.0578947 0.0315789 0.0315789 0.0421053
bodytrack 0 0 0.0368421 0.0473684 0.0473684 0.0473684 0.463158 0.0473684 0.0631579 0.0473684 0.0473684 0.0578947
cfd 0 0 0.0842105 0.0368421 0.0157895 0.0157895 0.463158 0.205263 0.0789474 0.0631579 0.0315789 0.0368421
fluidanimate 0 0 0.0421053 0.0263158 0.0263158 0.0210526 0.421053 0.136842 0.0526316 0.0526316 0.0526316 0.0631579
HOP 0 0 0.0315789 0.0315789 0.0315789 0.0315789 0.468421 0.0631579 0.0263158 0.0421053 0.0421053 0.0473684
Jacobi 0 0 0.684211 0.0263158 0.0263158 0.0263158 0.3 0.115789 0.0631579 0.0578947 0.0578947 0.0578947
Kmeans 0 0 1 0.989474 0.0210526 0.0210526 0.0157895 0.0789474 0.0578947 0.121053 0.0473684 0.0473684
AVERAGE 0 0 0.155368 0.294737 0.0263158 0.0442105 0.264842 0.159368 0.0694737 0.0498948 0.0456842 0.0448421
