Benchmark OPTIMAL RACE ONLINE OFFLINE NUCLEAR HBM CONTROL ADAPT-CONTROL CALOREE-NP ONLINE-ADAPT NUCLEAR-ADAPT HBM-ADAPT
backprop 0 14.9405 0 3.98397 0 0 3.34256 2.65348 1.41654 3.43369 5.51757 1.38895
bfs 0 13.3503 0 6.97906 0 0 0.069435 0.558409 1.18905 1.0591 2.28509 1.21935
filebound 0 3.75017 4.55215 0 0 0 4.70988 1.43334 1.15411 9.19576 0.889083 2.29175
Kmeansnf 0 12.391 11.032 0 0 0 2.41083 40.5591 3.36955 12.3738 3.00064 5.45309
svmrfe 0 7.92928 3.91854 0 1.12516 0 1.39216 0.450372 1.13587 7.74831 1.89845 1.21931
apr 0 4.19528 0.49771 3.5528 0 0 8.14247 4.59084 1.61791 3.56228 1.01043 1.73572
btree 0 14.544 0 0.396804 0 0 2.80739 1.73623 2.06092 2.61631 3.20798 2.0235
lud 0 0 2.26386 2.49549 3.79105 4.14809 11.9826 7.63642 3.12624 8.08687 15.2144 5.41063
nn 0 8.33806 7.53555 0 0.506234 0 2.62253 1.86431 2.3417 15.7019 2.15266 2.97358
particlefilter 0 0.553875 0.208263 1.95716 1.74985 0.578361 14.9854 11.2284 1.5713 1.99463 12.1875 1.6409
PLSA 0 4.37766 6.60246 4.04076 0.589866 6.60281 9.98407 7.91308 6.39517 11.9965 2.97512 6.43821
Scalparc 0 1.01451 4.22653 1.14368 1.5117 1.85894 5.66373 1.26398 1.36425 14.0511 1.91135 1.43533
semphy 0 13.5992 0 0 0 0 2.58598 1.17639 1.7398 1.71491 1.85005 1.77059
streamcluster 0 6.83537 10.8336 0 0 0 3.17051 1.25205 1.97337 21.026 1.48883 1.92857
swaptions 0 0 2.78297 4.47148 4.70049 5.30835 15.8661 9.88683 5.8932 3.50844 7.67987 5.74571
Swish 0 3.93451 4.26046 0 0 0 4.85546 1.0039 0.887643 9.15901 0.885393 1.43678
vips 0 10.7071 1.6614 9.54317 0 0 11.5289 14.8701 0.920374 13.8095 5.21695 0.902222
x264 0 0 3.01765 3.34158 1.21548 4.45632 9.45725 4.58339 4.08958 2.64024 5.25007 4.11514
blackscholes 0 0 1.54182 2.53197 1.01709 1.30257 16.1687 14.3812 0.543991 2.70014 7.42654 0.454981
bodytrack 0 6.21282 0 0.964312 0 0 4.76895 1.30451 0.736884 6.45826 1.89139 0.825821
cfd 0 2.61424 0 5.46699 1.85904 2.9088 14.115 10.1331 2.72608 6.43221 3.03281 2.89422
fluidanimate 0 0 1.18473 2.83403 3.23092 0.82025 9.84967 4.58268 0.940216 10.502 7.66355 0.859735
HOP 0 4.53814 0 3.56953 0.894862 9.29983 9.91277 7.82242 8.32705 14.411 3.57433 8.15684
Jacobi 0 0 17.4403 2.60008 4.764 3.77562 6.19367 3.21438 4.79571 8.58999 4.7582 4.95863
Kmeans 0 10.5883 11.9688 0 0 0 2.53462 2.22281 1.82086 15.2414 2.76736 2.15713
AVERAGE 1 1.05777 1.03821 1.02395 1.01078 1.01642 1.07165 1.06333 1.02485 1.08321 1.04229 1.02777
