Benchmark OPTIMAL RACE ONLINE OFFLINE NUCLEAR HBM CONTROL ADAPT-CONTROL  CALOREE-NP ONLINE-ADAPT NUCLEAR-ADAPT HBM-ADAPT
backprop 0 0 0.0368421 0.0368421 0.0210526 0.0368421 0.0315789 0.321053 0.0315789 0.0315789 1 0.0315789
bfs 0 0 0.0315789 0.0210526 0.0210526 0.0210526 0.00526316 0.436842 0.0631579 0.0421053 1 0.0421053
filebound 0 0 1 1 1 0.0263158 0.736842 0.994737 0.0578947 0.0526316 1 0.0263158
Kmeansnf 0 0 1 1 1 0.0368421 1 1 0.0473684 1 1 0.0578947
svmrfe 0 0 1 0.00526316 1 0.0105263 0.484211 0.0631579 0.0631579 0.0631579 1 0.0631579
apr 0 0 1 0.0421053 1 0.242105 0.236842 0.0526316 0.347368 0.0684211 1 0.0684211
btree 0 0 0.0210526 0.0210526 0.0210526 0.0263158 0.0157895 0.252632 0.0421053 0.0421053 1 0.0421053
lud 0 0 1 0.0210526 1 1 1 0.0473684 0.494737 1 1 0.0473684
nn 0 0 1 0.994737 1 0.0421053 1 0.994737 0.0368421 0.0736842 1 0.0421053
particlefilter 0 0 0.952632 0.0263158 0.0263158 1 0.978947 0.0736842 0.0263158 0.0263158 1 0.0368421
PLSA 0 0 0.0736842 0.0578947 0.0157895 0.0578947 0.857895 0.0684211 0.0736842 0.0105263 1 0.0315789
Scalparc 0 0 0.0315789 0.0315789 0.0315789 0.0315789 0.0263158 0.0473684 0.0789474 0.0684211 1 0.0684211
semphy 0 0 0.0263158 0.0263158 0.0263158 0.0315789 0.0263158 0.131579 0.0526316 0.0421053 1 0.0421053
streamcluster 0 0 1 0.0315789 1 1 1 0.0842105 1 0.0947368 1 0.0473684
swaptions 0 0 0.0210526 0.0210526 0.0210526 0.0263158 0.136842 0.0473684 0.0368421 0.0315789 1 0.0315789
Swish 0 0 1 1 1 0.0315789 0.778947 0.994737 0.0421053 0.0421053 1 0.0421053
vips 0 0 0.0368421 0.0421053 0.0368421 0.0578947 0.0368421 0.0157895 0.110526 0.1 1 0.1
x264 0 0 0.0421053 0.0473684 1 0.0473684 0.0157895 0.0421053 0.0473684 0.0631579 1 0.0631579
blackscholes 0 0 0.410526 0.0105263 0.00526316 0.0105263 0.221053 0.0368421 0.0368421 0.0368421 1 0.0368421
bodytrack 0 0 0.0421053 0.0421053 0.0421053 0.0526316 0.0210526 0.0263158 0.0526316 0.0526316 1 0.0526316
cfd 0 0 0.0842105 0.0157895 0.0157895 0.0210526 0.994737 0.0263158 0.0210526 0.0210526 1 0.0210526
fluidanimate 0 0 1 0.0105263 1 0.178947 0.621053 0.0105263 0.336842 0.0315789 1 0.0315789
HOP 0 0 0.0157895 0.0157895 0.0105263 0.0210526 0.0421053 0.0526316 0.0526316 0.0421053 1 0.0421053
Jacobi 0 0 1 0.0210526 1 0.0210526 1 0.110526 0.0368421 1 1 0.0315789
Kmeans 0 0 1 1 1 0.0210526 1 1 0.115789 1 1 0.0526316
AVERAGE 0 0 0.513053 0.221684 0.491789 0.162105 0.490737 0.277263 0.13221 0.201474 1 0.0461053
