Benchmark OPTIMAL RACE ONLINE OFFLINE NUCLEAR HBM CONTROL ADAPT-CONTROL CALOREE-NP ONLINE-ADAPT NUCLEAR-ADAPT HBM-ADAPT
backprop 0 0 0 0 0 0 1.87628 2.61747 1.58892 4.00145 98.2614 1.55403
bfs 0 0 0 5.06662 0 0 0 3.77389 3.40528 3.91203 99.152 3.45128
filebound 0 21.8216 2.59539 11.9097 0 0 18.1702 12.5046 0 9.30449 99.1241 0
Kmeansnf 0 74.1663 65.9267 70.2665 0 0 76.1137 74.1755 4.64561 12.1275 99.7433 14.1199
svmrfe 0 9.80724 1.44892 0 0 0 27.0729 5.42778 5.05864 7.6322 98.434 5.08268
apr 0 8.41838 7.38189 2.41046 0 4.40395 21.1687 9.58505 4.93846 11.5149 98.0158 4.86306
btree 0 0 0 0 0 0 0.0213792 1.40898 0.3623 2.46217 99.323 0.36016
lud 0 12.3261 28.9419 0 31.2638 23.9441 24.7623 10.7485 18.9606 32.8188 98.8396 18.6024
nn 0 34.2863 10.3802 31.0177 11.587 0 33.2501 28.7289 2.88635 18.2274 99.3446 2.9512
particlefilter 0 8.98276 1.69462 1.45695 9.34193 0 13.1993 3.34569 2.11932 3.70739 99.0208 5.50169
PLSA 0 33.8451 20.1481 21.5111 10.7335 23.0793 9.68532 26.559 29.0747 14.5115 99.2263 29.2924
Scalparc 0 25.0512 0.11365 12.2411 0 12.3674 14.4581 5.18109 7.9426 4.5494 99.1522 7.34079
semphy 0 0 0 0 0 0 1.20852 1.01845 0 3.72659 99.2337 0
streamcluster 0 26.3657 22.8919 12.5287 26.6933 1.06466 33.134 25.2244 7.94366 22.4065 97.3009 23.8263
swaptions 0 17.4226 0.404165 4.09351 2.66925 3.95846 15.6294 3.75844 5.08519 1.79005 99.0022 5.16828
Swish 0 22.1615 2.76432 12.048 0 0 18.3455 12.7289 0 7.38285 99.3021 0
vips 0 4.44393 2.23668 6.51075 3.83068 3.83092 19.1903 21.9967 5.11323 10.1645 99.3257 5.11057
x264 0 8.14195 1.49067 6.88792 2.03379 0 12.7242 3.44577 3.33775 6.07329 99.215 3.3289
blackscholes 0 11.1069 0 0 4.82458 0 6.3622 2.22627 4.06402 1.43244 98.9695 4.07206
bodytrack 0 0.644044 4.00824 0 0 0 8.72207 1.1926 0.506348 2.35319 99.162 0.553626
cfd 0 13.0146 0 0 4.64501 4.64472 15.3078 5.94549 6.21249 4.5277 99.2536 6.25196
fluidanimate 0 16.4351 11.5023 0 7.41802 9.24314 17.7859 6.6746 5.57921 14.382 99.0648 5.82419
HOP 0 25.2898 0 14.7471 2.25193 11.5891 9.81144 17.5017 18.4539 3.554 99.3079 18.4472
Jacobi 0 17.3129 14.966 0.420423 8.2379 0 41.2926 6.88235 0.520319 0.592582 99.0796 0.596197
Kmeans 0 55.2896 99.9952 48.8868 10.9374 0 56.4281 50.9446 2.20687 58.8777 99.5944 3.01604
AVERAGE 1 1.17853 1.11956 1.1048 1.05459 1.03925 1.19829 1.13744 1.056 1.10481 1.99018 1.06773
