Benchmark OPTIMAL RACE ONLINE OFFLINE NUCLEAR HBM CONTROL ADAPT-CONTROL CALOREE-NP ONLINE-ADAPT NUCLEAR-ADAPT HBM-ADAPT
backprop 0 0 0 1.95879 0 0 2.00178 2.37438 1.66785 4.51856 98.335 1.68343
bfs 0 0 0 10.1216 0 0 0 5.01181 1.84648 4.20134 99.2103 1.77815
filebound 0 23.4499 4.62362 13.7419 3.18131 0 17.4562 13.9194 0 5.29588 99.1751 0.0308841
Kmeansnf 0 75.372 67.517 71.6532 3.57799 0 77.2533 75.3935 4.87973 12.6353 99.7643 14.9453
svmrfe 0 13.3244 5.29305 0.525776 3.8939 3.89367 27.8587 8.41308 6.02603 10.8882 98.4817 6.06211
apr 0 10.2283 8.3075 4.35541 0 6.29744 20.2384 4.89495 5.10167 12.2083 98.0475 7.62847
btree 0 0 0 0 0 0 0.109386 1.08437 0.421493 3.51812 99.391 0.569539
lud 0 13.6763 99.6078 0.0906494 32.3207 0 37.4643 11.4432 14.1073 33.845 98.8717 19.7242
nn 0 35.9197 12.608 32.735 13.7853 4.2232 33.2333 31.0331 2.94996 18.9985 99.3431 2.77167
particlefilter 0 10.4698 3.30929 3.09237 10.8239 0.396332 12.0897 4.28919 1.79703 4.14605 99.0602 1.64727
PLSA 0 35.5555 22.2159 23.6131 13.6856 25.1267 8.95617 27.8622 29.2718 11.9407 99.2338 32.3251
Scalparc 0 26.4887 2.03211 13.9349 0.524819 14.0493 13.7421 10.7748 6.72625 4.02555 99.1892 6.72103
semphy 0 0 0 0 0 0 1.23595 0.947004 0 4.88354 99.278 0
streamcluster 0 28.539 25.5667 15.2505 37.8149 25.9942 33.4139 25.0914 8.11262 26.5689 97.3942 8.12916
swaptions 0 17.7067 0.750803 4.43658 10.5706 4.29231 13.3105 1.52023 2.52738 1.01968 99.0079 2.84399
Swish 0 23.5679 4.52294 13.648 3.19459 0 17.5811 14.1302 0 7.54694 99.3319 0
vips 0 8.65874 6.54939 10.6112 8.07241 8.07292 19.9704 19.7609 9.11673 13.0656 99.3695 8.99557
x264 0 10.0421 3.5277 8.81177 4.06012 0.0450668 11.8378 3.90711 1.42517 7.46159 99.2152 1.35245
blackscholes 0 12.4802 3.22065 0.838267 9.74215 0.22501 5.0247 4.32245 4.02426 3.03205 99.0204 5.09135
bodytrack 0 3.37824 6.65328 0 0.655103 0 8.05738 1.79224 1.03497 2.33951 99.1924 1.02057
cfd 0 14.2628 0 0 14.6835 4.27219 14.1688 4.09611 6.14576 3.7403 99.2774 6.06584
fluidanimate 0 18.3638 13.5439 1.30115 11.5054 11.3404 17.395 7.79472 8.90577 12.2281 99.1235 8.79733
HOP 0 27.3898 0 17.1636 6.77228 14.0774 9.33775 20.7977 21.3787 8.42808 99.3171 21.9125
Jacobi 0 19.8854 18.8058 3.50424 14.6149 0 40.5457 9.47989 0.547141 25.6812 99.1097 0.625482
Kmeans 0 57.2892 99.9954 51.1735 99.9954 0 59.1926 55.6147 2.91584 60.7043 99.6341 2.91195
AVERAGE 1 1.19442 1.16346 1.12102 1.12139 1.04892 1.20059 1.1463 1.05637 1.12117 1.99055 1.06545
