Benchmark OPTIMAL RACE ONLINE OFFLINE NUCLEAR HBM CONTROL ADAPT-CONTROL CALOREE-NP ONLINE-ADAPT NUCLEAR-ADAPT HBM-ADAPT
backprop 0 0 0 0 0 0 1.83719 3.7767 2.97115 2.72751 98.5284 2.96611
bfs 0 0 0 0 0 0 0 5.56204 1.43689 2.97333 99.3 1.43583
filebound 0 23.1201 8.79265 23.1155 2.76066 0 20.4981 23.2407 1.06683 12.1848 99.1689 0.961981
Kmeansnf 0 77.3623 99.9581 79.629 99.9581 5.42355 79.0998 77.3893 1.57479 12.6846 99.7787 11.5065
svmrfe 0 11.4075 99.0334 17.4953 99.0334 17.5374 27.0724 0.410327 10.9098 13.105 98.4297 10.9696
apr 0 10.3792 14.3676 10.3782 21.8419 2.64442 16.8728 3.93063 13.2533 14.5848 98.044 9.03211
btree 0 0 0 0 0 0 0.44834 0.956415 0.834007 2.65635 99.438 0.758166
lud 0 13.1133 99.6055 32.2482 99.6055 99.6055 37.4855 0.270755 17.344 30.9061 98.8448 0
nn 0 36.6797 32.8461 36.681 100 23.0884 42.059 36.7274 7.10599 28.9701 99.3622 7.31651
particlefilter 0 8.07327 8.0732 15.6867 8.43594 0 18.3654 1.99873 5.82398 9.06034 99.049 1.24373
PLSA 0 36.3024 28.4143 36.3 14.6215 25.9375 0.758425 33.9869 33.9679 28.495 99.2645 17.8285
Scalparc 0 23.9408 13.0224 23.9297 15.3904 11.0705 3.40502 13.6309 13.5689 7.22501 99.1239 13.9913
semphy 0 0 0 0 0 0.273585 1.74814 1.63885 1.39112 1.81494 99.363 1.43313
streamcluster 0 18.1814 97.6578 28.1986 97.6578 97.6578 31.0334 5.2561 28.1103 24.5406 96.9938 7.57332
swaptions 0 18.433 6.51433 18.4376 17.5659 10.4561 7.64296 9.01878 10.4431 8.08028 99.0077 11.2149
Swish 0 23.0232 8.38941 23.0289 2.50489 0 19.9813 23.0379 0.600769 7.30505 99.3057 1.22439
vips 0 13.4837 11.4856 24.6593 12.9283 12.9283 13.7195 10.8994 13.2356 13.3339 99.4015 13.2357
x264 0 10.5105 4.26062 18.3076 4.55903 7.45536 8.52237 9.86971 7.81242 11.3371 99.2199 7.7357
blackscholes 0 15.3416 7.44279 22.1301 19.8799 8.30858 0.0502792 7.53301 8.41844 7.68122 99.0687 8.73023
bodytrack 0 5.94207 9.12922 5.93549 7.33189 5.75565 0.615575 0.7076 4.8112 7.98671 99.2218 6.71549
cfd 0 16.2612 3.88551 20.1594 16.3156 16.3156 9.2157 0.927944 10.0966 3.50441 99.2859 10.0843
fluidanimate 0 17.3752 21.4093 20.6904 23.827 20.6322 23.8095 1.45125 17.8717 20.0426 99.0805 13.6764
HOP 0 27.0238 24.7588 27.015 9.05621 22.8805 2.70736 15.736 14.8816 9.73464 99.3355 14.5158
Jacobi 0 20.9639 99.87 29.1351 99.87 4.80378 31.7659 6.79614 1.86281 31.973 99.1054 1.48083
Kmeans 0 60.3132 99.9958 63.097 99.9958 1.26686 62.0881 60.3594 3.2564 9.28868 99.6594 3.25994
AVERAGE 1 1.19489 1.31956 1.2305 1.34926 1.15762 1.18432 1.14205 1.09306 1.12888 1.99055 1.07156
