Benchmark OPTIMAL RACE ONLINE OFFLINE NUCLEAR HBM CONTROL ADAPT-CONTROL  CALOREE-NP ONLINE-ADAPT NUCLEAR-ADAPT HBM-ADAPT
backprop 0 0 0.0315789 0.494737 0.0315789 0.0421053 0.0473684 0.131579 0.0894737 0.0894737 0.0894737 0.0684211
bfs 0 0 0.0263158 0.752632 0.0368421 0.0263158 0.0105263 0.421053 0.0210526 0.0210526 0.0210526 0.0421053
filebound 0 0 0.0157895 0.142105 0.0315789 0.0315789 0.136842 0.0368421 0.0684211 0.0421053 0.0421053 0.0421053
Kmeansnf 0 0 1 1 1 0.0157895 1 1 0.142105 0.0368421 0.1 0.0368421
svmrfe 0 0 0.326316 0.0368421 0.0210526 0.0210526 0.0210526 0.115789 0.0578947 0.0315789 0.0315789 0.0315789
apr 0 0 0.115789 0.0210526 0.0210526 0.0263158 0.310526 0.0578947 0.0421053 0.0368421 0.0473684 0.0473684
btree 0 0 0.0263158 0.0842105 0.0210526 0.0210526 0.0684211 0.105263 0.0789474 0.0315789 0.0315789 0.0315789
lud 0 0 1 0.978947 1 0.221053 0.5 0.447368 0.268421 0.163158 0.136842 0.0631579
nn 0 0 0.0157895 0.331579 0.0157895 0.0157895 0.0263158 0.0526316 0.0684211 0.0421053 0.0421053 0.0421053
particlefilter 0 0 0.0263158 0.0105263 0.0105263 0.0421053 0.226316 0.0368421 0.0421053 0.0368421 0.0368421 0.0368421
PLSA 0 0 0.542105 0.00526316 0.00526316 0.536842 0.321053 0.152632 0.0894737 0.0263158 0.0210526 0.0263158
Scalparc 0 0 0.0315789 0.0210526 0.0210526 0.0947368 0.378947 0.0315789 0.0789474 0.0473684 0.0473684 0.0368421
semphy 0 0 0.0368421 0.0526316 0.0368421 0.0578947 0.121053 0.0526316 0.0473684 0.0368421 0.0368421 0.0473684
streamcluster 0 0 0.0210526 0.0210526 0.0210526 0.0789474 0.0315789 0.342105 0.0210526 0.0526316 0.0526316 0.0578947
swaptions 0 0 0.0263158 0.0157895 0.0157895 0.0157895 0.305263 0.0947368 0.0578947 0.0421053 0.0421053 0.0421053
Swish 0 0 0.0157895 0.136842 0.0157895 0.0157895 0.0631579 0.0263158 0.0473684 0.0368421 0.0368421 0.0631579
vips 0 0 0.173684 0.0421053 0.0421053 0.0421053 0.284211 0.0947368 0.0631579 0.0578947 0.0578947 0.0578947
x264 0 0 0.0263158 0.0315789 0.0263158 0.0368421 0.305263 0.0526316 0.0789474 0.0368421 0.0368421 0.0421053
blackscholes 0 0 0.0210526 0.0157895 0.0157895 0.0210526 0.278947 0.0578947 0.0473684 0.0473684 0.0473684 0.0421053
bodytrack 0 0 0.0263158 0.0157895 0.0157895 0.0157895 0.405263 0.105263 0.0947368 0.0421053 0.0421053 0.0421053
cfd 0 0 0.0210526 0.0263158 0.0210526 0.0263158 0.3 0.0368421 0.0789474 0.0421053 0.0421053 0.0578947
fluidanimate 0 0 0.0473684 0.0210526 0.0210526 0.0526316 0.221053 0.0894737 0.0578947 0.0421053 0.0421053 0.0421053
HOP 0 0 0.173684 0.0315789 0.0263158 0.0263158 0.310526 0.0578947 0.0894737 0.0526316 0.0526316 0.0526316
Jacobi 0 0 1 0.0157895 1 0.0210526 0.5 0.0526316 0.0368421 0.0210526 0.121053 0.0210526
Kmeans 0 0 1 1 1 0.0210526 0.0368421 0.0368421 0.0894737 0.910526 0.563158 0.0631579
AVERAGE 0 0 0.229895 0.212211 0.178947 0.0610526 0.248421 0.147579 0.0743158 0.0810526 0.0728421 0.0454737
