Benchmark OPTIMAL RACE ONLINE OFFLINE NUCLEAR HBM CONTROL ADAPT-CONTROL CALOREE-NP ONLINE-ADAPT NUCLEAR-ADAPT HBM-ADAPT
backprop 0 0 0 0 0 0 1.85666 3.49043 2.49989 3.10952 98.5079 2.50834
bfs 0 0 0 0 0 0 0 5.29538 1.37598 3.28841 99.2909 1.3735
filebound 0 24.3582 5.38996 24.3584 4.32891 0.858614 19.8163 24.1426 0.234576 9.8487 99.1603 0.0473004
Kmeansnf 0 77.6132 99.9586 77.1275 99.9586 6.46846 79.3104 77.6179 4.13168 13.5879 99.7811 14.7612
svmrfe 0 14.1512 11.2929 20.0663 13.7801 9.90207 32.2004 2.67553 9.44976 11.447 98.4935 9.48891
apr 0 11.5842 10.8168 11.6409 22.9422 9.52256 15.8915 3.24397 9.86983 12.1979 98.083 9.17368
btree 0 0 0 0 0 0 0.170062 0.928971 0.488681 3.26251 99.4286 0.487323
lud 0 14.1923 99.6104 33.0738 99.6104 14.192 38.1306 2.2867 17.634 31.7552 98.8925 5.93575
nn 0 37.154 25.6029 37.158 37.6908 6.06862 41.8571 36.5839 5.81489 22.3406 99.3644 8.03742
particlefilter 0 10.5485 10.5484 18.0251 10.9648 0.551338 5.76272 2.38766 2.20809 8.38682 99.0628 5.29212
PLSA 0 36.9395 26.6796 36.9425 15.4751 26.6796 3.55559 30.5948 30.5906 12.8296 99.2606 20.1607
Scalparc 0 27.3378 7.28791 27.3413 5.97354 15.0426 8.80778 14.847 12.7855 8.61046 99.1712 12.8084
semphy 0 0 3.10231 0 0 0 1.16309 1.53857 0.797759 3.36671 99.3154 0.798325
streamcluster 0 20.8173 29.1379 30.5095 97.7348 30.51 33.2899 10.7382 30.3628 23.7284 97.059 5.36667
swaptions 0 18.2697 5.08187 18.2661 17.4008 9.42431 8.57051 5.13056 4.78038 4.3147 99.0088 4.95117
Swish 0 24.647 7.12275 24.652 4.56137 1.22144 20.0969 24.5908 1.08099 10.7559 99.3458 0.897223
vips 0 13.6429 11.6485 24.8012 12.8391 13.0887 17.1251 13.3809 13.2833 18.9665 99.3748 13.2833
x264 0 12.8824 4.56349 20.4803 7.08937 5.98517 8.56162 12.0378 8.31867 15.3963 99.2162 6.98402
blackscholes 0 15.0678 3.75723 22.0652 19.8014 7.14326 1.17865 4.51459 6.0383 6.19634 99.0132 6.6222
bodytrack 0 6.18992 9.36871 6.18994 3.94391 6.00461 3.04628 0.0918165 2.74997 7.62148 99.195 2.67147
cfd 0 15.993 1.76391 20.0796 16.3349 16.3354 9.64782 2.70702 7.2384 3.23348 99.3038 7.34712
fluidanimate 0 18.3227 14.9084 21.6037 24.701 15.2152 17.1787 3.62499 14.0352 17.9033 99.0846 13.0556
HOP 0 29.184 4.5326 29.1863 11.7493 16.1992 4.06606 18.732 18.936 9.42434 99.3306 18.924
Jacobi 0 23.0235 99.8733 30.9887 99.8733 2.02136 34.0296 10.4833 1.74303 33.5929 99.1184 1.8259
Kmeans 0 60.5501 99.9958 63.327 99.9958 1.85445 62.2665 60.5195 4.5929 63.5687 99.6411 4.68956
AVERAGE 1 1.20499 1.23682 1.23915 1.2907 1.08572 1.18703 1.14887 1.08442 1.14349 1.9906 1.071
