Benchmark OPTIMAL RACE ONLINE OFFLINE NUCLEAR HBM CONTROL ADAPT-CONTROL  CALOREE-NP ONLINE-ADAPT NUCLEAR-ADAPT HBM-ADAPT
backprop 0 0 0.0105263 0.131579 0.0105263 0.0105263 0.0157895 0.1 0.0684211 0.0473684 0.0894737 0.0526316
bfs 0 0 0.0315789 0.973684 0.0210526 0.0157895 0.0368421 0.310526 0.0473684 0.0421053 0.0842105 0.0421053
filebound 0 0 0.0263158 0.0263158 0.0263158 0.0210526 0.0105263 0.121053 0.0473684 0.0263158 0.0473684 0.0368421
Kmeansnf 0 0 0.863158 0.0315789 0.0263158 0.0263158 0.0263158 0.0421053 0.0473684 0.0578947 0.0631579 0.0526316
svmrfe 0 0 0.0210526 0.0210526 0.0210526 0.0157895 0.0210526 0.126316 0.0631579 0.0684211 0.1 0.0578947
apr 0 0 0.0421053 0.0368421 0.0315789 0.0315789 0.0210526 0.0736842 0.121053 0.0894737 0.1 0.0421053
btree 0 0 0.0315789 0.0315789 0.0315789 0.0368421 0.0105263 0.0473684 0.0315789 0.0263158 0.0631579 0.0526316
lud 0 0 0.0315789 0.447368 0.0105263 0.0105263 0.00526316 0.0368421 0.0263158 0.0263158 0.0473684 0.0263158
nn 0 0 0.584211 0.0263158 0.0263158 0.0263158 0.00526316 0.0947368 0.0263158 0.0210526 0.0473684 0.0263158
particlefilter 0 0 0.0157895 0.984211 0.0157895 0.0157895 0.0315789 0.110526 0.0526316 0.0315789 0.0842105 0.0368421
PLSA 0 0 0.0105263 0.178947 0.0105263 0 0.0105263 0.0368421 0.0368421 0.0473684 0.0631579 0.0315789
Scalparc 0 0 0.0157895 0.0105263 0.0473684 0.0105263 0.00526316 0.0631579 0.0473684 0.0578947 0.0842105 0.0578947
semphy 0 0 0.0263158 0.0315789 0.0263158 0.0263158 0.00526316 0.0578947 0.0315789 0.0315789 0.0736842 0.0473684
streamcluster 0 0 0.0263158 0.0263158 0.0210526 0.0210526 0.0157895 0.168421 0.0421053 0.0473684 0.0842105 0.0473684
swaptions 0 0 0.0105263 0.631579 0.0105263 0.0105263 0.0210526 0.0421053 0.0421053 0.0526316 0.0684211 0.0421053
Swish 0 0 0.0263158 0.0263158 0.0263158 0.0210526 0.0105263 0.0526316 0.0789474 0.0631579 0.0736842 0.0789474
vips 0 0 0.0105263 0.636842 0.0368421 0.0263158 0.0157895 0.0368421 0.0578947 0.0578947 0.0947368 0.0684211
x264 0 0 0.0263158 0.0789474 0.0263158 0.0315789 0.0157895 0.0473684 0.0421053 0.0473684 0.0736842 0.0421053
blackscholes 0 0 0.0210526 0.884211 0.0210526 0.0157895 0.0315789 0.0263158 0.0473684 0.0368421 0.0684211 0.0578947
bodytrack 0 0 0.0105263 0 0 0 0.0105263 0.0421053 0.0578947 0.0947368 0.115789 0.0315789
cfd 0 0 0.0315789 0.452632 0.0210526 0.0263158 0.0210526 0.0421053 0.0684211 0.0526316 0.0578947 0.0526316
fluidanimate 0 0 0.0210526 0.105263 0.0315789 0.0263158 0.0210526 0.0210526 0.0526316 0.0315789 0.0684211 0.0368421
HOP 0 0 0.0157895 0.0736842 0.0157895 0.0157895 0.0210526 0.0421053 0.0473684 0.0473684 0.0578947 0.0263158
Jacobi 0 0 0.0473684 0.0473684 0.0526316 0.0473684 0.0157895 0.0368421 0.0947368 0.0473684 0.0684211 0.0736842
Kmeans 0 0 1 0.0315789 0.0263158 0.0263158 0.0368421 0.0789474 0.0578947 0.0526316 0.0631579 0.0473684
AVERAGE 0 0 0.118316 0.237053 0.0237895 0.0206316 0.0176842 0.0743158 0.0534737 0.0482105 0.0736842 0.0467368
