Benchmark OPTIMAL RACE ONLINE OFFLINE NUCLEAR HBM CONTROL ADAPT-CONTROL  CALOREE-NP ONLINE-ADAPT NUCLEAR-ADAPT HBM-ADAPT
backprop 0 0 0.0210526 0.984211 0.0210526 0.0210526 0.0263158 0.0578947 0.0578947 0.0578947 0.0578947 0.0368421
bfs 0 0 0.0421053 1 0.0368421 0.0368421 0.0368421 0.331579 0.0842105 0.0526316 0.0526316 0.0526316
filebound 0 0 0.115789 0.0210526 0.0210526 0.00526316 0.0157895 0.0421053 0.0473684 0.0473684 0.0473684 0.0473684
Kmeansnf 0 0 1 1 0.0263158 0.0263158 0.0105263 0.0578947 0.0473684 0.0368421 0.0526316 0.0526316
svmrfe 0 0 0.0421053 0.0421053 0.0368421 0.0842105 0.0315789 0.0421053 0.0947368 0.0684211 0.0631579 0.0421053
apr 0 0 0.0473684 0.0894737 0.0473684 0.0421053 0.0157895 0.0263158 0.0368421 0.0421053 0.0421053 0.0684211
btree 0 0 0.0210526 0.594737 0.0210526 0.0263158 0.0210526 0.0368421 0.0473684 0.0578947 0.0578947 0.0315789
lud 0 0 0.410526 1 0.0315789 0.0789474 0.468421 0.0894737 0.0263158 0.0578947 0.0578947 0.0421053
nn 0 0 0.110526 0.257895 0.0315789 0.0157895 0.0578947 0.0736842 0.0842105 0.0315789 0.0315789 0.0421053
particlefilter 0 0 0.0157895 1 0.0157895 0.0578947 0.663158 0.5 0.0526316 0.0578947 0.0631579 0.0263158
PLSA 0 0 0.0105263 0.584211 0.0105263 0.0684211 0.110526 0.231579 0.0368421 0.0526316 0.0526316 0.0421053
Scalparc 0 0 0.0421053 0.0631579 0.0368421 0.0421053 0.0684211 0.0315789 0.0684211 0.0578947 0.0578947 0.0736842
semphy 0 0 0.0263158 0.189474 0.0315789 0.0210526 0.0157895 0.0368421 0.0421053 0.0526316 0.0526316 0.0315789
streamcluster 0 0 0.0210526 0.0210526 0.0368421 0.0210526 0.0315789 0.0684211 0.0473684 0.0526316 0.0473684 0.0578947
swaptions 0 0 0.0421053 0.994737 0.0421053 0.0684211 0.610526 0.494737 0.0368421 0.0473684 0.0473684 0.0578947
Swish 0 0 0.115789 0.0263158 0.0210526 0.0210526 0.0157895 0.0736842 0.0368421 0.0578947 0.0526316 0.0368421
vips 0 0 0.0526316 1 0.0473684 0.0368421 0.568421 0.473684 0.0578947 0.0421053 0.0368421 0.0578947
x264 0 0 0.110526 0.510526 0.0157895 0.0157895 0.110526 0.142105 0.0684211 0.0368421 0.0368421 0.0421053
blackscholes 0 0 0.0263158 1 0.0157895 0.0315789 0.647368 0.494737 0.0421053 0.0578947 0.0578947 0.0684211
bodytrack 0 0 0.00526316 0.0105263 0.0105263 0.00526316 0.0263158 0.0421053 0.0473684 0.0578947 0.0578947 0.0105263
cfd 0 0 0.0631579 1 0.0157895 0.0157895 0.447368 0.468421 0.0315789 0.0157895 0.0157895 0.0368421
fluidanimate 0 0 0.0105263 0.836842 0.0157895 0.0105263 0.126316 0.378947 0.0631579 0.0578947 0.0578947 0.0473684
HOP 0 0 0.0105263 0.678947 0.0105263 0.0210526 0.0736842 0.252632 0.0631579 0.0526316 0.0526316 0.0368421
Jacobi 0 0 0.0157895 0.389474 0.0315789 0.0157895 0.0368421 0.215789 0.0789474 0.0421053 0.0421053 0.0210526
Kmeans 0 0 1 0.689474 0.0157895 0.0157895 0.0105263 0.0736842 0.0631579 0.0105263 0.0105263 0.0263158
AVERAGE 0 0 0.135158 0.559368 0.0258947 0.0322105 0.169895 0.189474 0.0545263 0.0482105 0.0482105 0.0435789
