Benchmark OPTIMAL RACE ONLINE OFFLINE NUCLEAR HBM CONTROL ADAPT-CONTROL  CALOREE-NP ONLINE-ADAPT NUCLEAR-ADAPT HBM-ADAPT
backprop 0 0 0.0315789 0.0210526 0.0315789 0.0315789 0.0157895 0.0368421 0.0631579 0.0421053 1 0.0526316
bfs 0 0 0.0368421 0.1 0.0315789 0.0421053 0.0315789 0.226316 0.0421053 0.0368421 1 0.0684211
filebound 0 0 0.0210526 0.0210526 0.0157895 0.0210526 0.0473684 0.0421053 0.0473684 0.0631579 1 0.0263158
Kmeansnf 0 0 1 1 0.0157895 0.0157895 1 1 0.0473684 0.0473684 1 0.0263158
svmrfe 0 0 0.0315789 0.0368421 0.0315789 0.0315789 0.00526316 0.173684 0.0526316 0.0473684 1 0.0578947
apr 0 0 0.442105 0.0263158 0.0263158 0.0263158 0.0315789 0.384211 0.0157895 0.0368421 1 0.0526316
btree 0 0 0.0157895 0.0157895 0.0157895 0.0157895 0.0368421 0.0421053 0.0526316 0.0368421 1 0.0315789
lud 0 0 1 0.0315789 0.0315789 0.805263 0.0157895 0.5 0.494737 0.0578947 1 0.0578947
nn 0 0 0.0315789 0.0263158 0.0315789 0.0263158 0.0368421 0.0421053 0.0842105 0.0631579 1 0.0368421
particlefilter 0 0 0.0263158 0.0315789 0.0315789 0.0315789 0.0421053 0.0789474 0.0684211 0.0578947 1 0.0473684
PLSA 0 0 0.0421053 0.0421053 0.0421053 0.0421053 0.0315789 0.0473684 0.0421053 0.0526316 1 0.0578947
Scalparc 0 0 0.0263158 0.0263158 0.0263158 0.0263158 0.0368421 0.0421053 0.0894737 0.0473684 1 0.0578947
semphy 0 0 0.0105263 0.0105263 0.0105263 0.0263158 0.0421053 0.210526 0.0684211 0.0631579 1 0.0421053
streamcluster 0 0 0.0315789 0.0315789 0.0315789 0.0315789 0.0315789 0.0578947 0.168421 0.0631579 1 0.0631579
swaptions 0 0 0.0368421 0.0368421 0.0368421 0.0315789 0.0368421 0.1 0.0315789 0.0578947 1 0.0631579
Swish 0 0 0.0473684 0.0368421 0.0473684 0.0368421 0.0315789 0.0315789 0.0473684 0.0421053 1 0.0526316
vips 0 0 0.0315789 0.0315789 0.0315789 0.0315789 0.0210526 0.173684 0.0315789 0.0368421 1 0.0368421
x264 0 0 0.0315789 0.0368421 0.0368421 0.0263158 0.0157895 0.3 0.0421053 0.0526316 1 0.0684211
blackscholes 0 0 0.00526316 0.00526316 0.00526316 0.00526316 0.0368421 0.0947368 0.0842105 0.0578947 1 0.0368421
bodytrack 0 0 0.0210526 0.0210526 0.0210526 0.0157895 0.0473684 0.0105263 0.0421053 0.0368421 1 0.0421053
cfd 0 0 0.0263158 0.0210526 0.0210526 0.0263158 0.0210526 0.110526 0.0631579 0.0473684 1 0.0526316
fluidanimate 0 0 0.0263158 0.0368421 0.0315789 0.0263158 0.0105263 0.0842105 0.0526316 0.0421053 1 0.0631579
HOP 0 0 0.0157895 0.0210526 0.0157895 0.0210526 0.0210526 0.0105263 0.0526316 0.0263158 1 0.0368421
Jacobi 0 0 1 0.0368421 0.0315789 0.0315789 0.736842 0.0631579 0.0578947 0.0578947 1 0.0578947
Kmeans 0 0 1 0.105263 0.0263158 0.0263158 0.257895 0.0736842 0.0894737 0.531579 1 0.0789474
AVERAGE 0 0 0.199579 0.072421 0.0271579 0.0581053 0.105684 0.157474 0.0772632 0.0682105 1 0.0507368
