Benchmark OPTIMAL RACE ONLINE OFFLINE NUCLEAR HBM CONTROL ADAPT-CONTROL CALOREE-NP ONLINE-ADAPT NUCLEAR-ADAPT HBM-ADAPT
backprop 0 22.2261 0 6.12529 0 0 5.7128 4.06927 1.62762 4.47781 6.26661 1.65251
bfs 0 21.5826 0 10.9736 0 0 0.0466672 2.83595 3.05821 2.11471 2.86625 3.05246
filebound 0 1.14878 1.82716 5.60193 4.86639 0.805702 5.79405 2.07546 0.674227 8.01081 9.27253 1.99231
Kmeansnf 0 18.0908 16.82 37.9871 2.902 2.90203 2.32984 64.2509 2.9522 18.2644 3.24939 12.3741
svmrfe 0 9.91445 5.24064 6.29228 4.3619 7.25522 1.28077 1.26962 6.81619 7.15435 4.57645 6.81294
apr 0 7.1754 3.61835 17.9468 0.229506 1.80916 18.0275 15.6666 1.9372 6.16986 1.43499 2.70885
btree 0 21.3792 4.66896 3.66577 0 0 2.06548 2.22142 2.0779 3.1857 4.66247 2.09206
lud 0 0 11.7861 12.0074 17.1736 13.2349 24.691 14.7862 13.3129 13.3605 30.6781 24.8111
nn 0 9.29438 8.23325 19.8595 5.06914 1.02625 3.39612 3.9526 1.15335 3.67216 10.6535 1.92097
particlefilter 0 0 2.48075 8.59954 6.02195 0 20.9174 12.065 1.0123 1.38035 23.1837 1.07198
PLSA 0 4.77317 16.9977 13.8813 8.80617 10.6963 21.3876 19.6409 13.1741 15.9865 4.08863 14.5572
Scalparc 0 0 2.66295 11.0406 1.38006 0.186971 12.234 9.68317 1.21927 3.76953 6.70131 1.82598
semphy 0 20.1967 0.466306 1.89075 0 0 4.24458 1.48912 0.744287 6.34428 2.59818 0.945718
streamcluster 0 10.9205 14.559 19.2127 9.51749 9.62196 7.58293 2.89439 5.16022 18.0761 13.7204 9.96904
swaptions 0 0 5.60223 13.6935 10.9851 8.82737 25.8427 14.7637 7.83796 3.16835 13.0516 6.78488
Swish 0 1.28078 1.88326 5.63973 4.71429 0.15897 6.00104 2.2436 0.61088 8.94824 9.86798 0.358666
vips 0 17.7656 7.12608 16.2747 3.11295 3.11302 19.8717 22.9955 4.2724 11.535 7.48347 4.4073
x264 0 0 3.19094 13.4982 6.30971 1.48598 17.2419 14.2933 2.65685 6.04045 15.8561 2.59658
blackscholes 0 0 7.92163 17.5416 9.27909 0.944167 21.7045 14.1703 1.72863 3.89205 12.8156 1.94752
bodytrack 0 7.64237 3.34273 9.33676 0.544769 1.01465 9.61681 8.10542 1.22018 2.10323 2.29402 2.3755
cfd 0 3.04592 0 17.8924 11.6202 4.57256 24.0755 14.1795 3.96242 1.38014 5.22502 4.34938
fluidanimate 0 0 5.52173 14.7063 3.17181 2.928 21.6096 13.0252 2.14919 2.35066 11.498 4.62458
HOP 0 6.17937 5.30486 15.0923 6.95849 11.5371 18.3438 16.7101 12.6889 3.07526 5.79344 12.8681
Jacobi 0 0 11.6018 9.62541 3.59551 12.4554 15.2574 8.44361 5.46761 6.17055 7.17358 5.42659
Kmeans 0 15.2623 19.1328 31.1204 6.98791 0.340469 1.68215 37.6435 1.36875 51.7786 5.21704 1.39417
AVERAGE 1 1.07915 1.064 1.1358 1.05104 1.03797 1.12438 1.12939 1.03955 1.08496 1.08809 1.05317
