Benchmark OPTIMAL RACE ONLINE OFFLINE NUCLEAR HBM CONTROL ADAPT-CONTROL  CALOREE-NP ONLINE-ADAPT NUCLEAR-ADAPT HBM-ADAPT
backprop 0 0 0.0263158 0.684211 0.0157895 0.0263158 0.0157895 0.189474 0.0368421 0.0263158 0.0263158 0.0157895
bfs 0 0 0.0368421 1 0.0368421 0.0368421 0.0368421 0.173684 0.0421053 0.0421053 0.0421053 0.0421053
filebound 0 0 0.0210526 0.0263158 0.0263158 0.0263158 0.0368421 0.0157895 0.0526316 0.0473684 0.0473684 0.0473684
Kmeansnf 0 0 1 1 0.0421053 0.0368421 0.0368421 0.863158 0.0578947 0.0473684 0.0473684 0.0578947
svmrfe 0 0 0.0368421 0.0315789 0.0368421 0.0368421 0.0157895 0.0473684 0.0789474 0.0421053 0.0421053 0.0368421
apr 0 0 0.121053 0.0263158 0.0210526 0.0210526 0.168421 0.305263 0.0894737 0.0473684 0.0473684 0.0368421
btree 0 0 0.0210526 0.352632 0.0210526 0.0210526 0.0315789 0.0684211 0.0421053 0.0421053 0.0368421 0.0315789
lud 0 0 0.378947 0.9 0.0368421 0.0368421 0.289474 0.189474 0.0578947 0.0578947 0.0578947 0.0578947
nn 0 0 0.0631579 0.263158 0.0315789 0.0631579 0.184211 0.0631579 0.0578947 0.0421053 0.0368421 0.0631579
particlefilter 0 0 0.0157895 0.0157895 0.0157895 0.0789474 0.478947 0.431579 0.0368421 0.0736842 0.0684211 0.0315789
PLSA 0 0 0.0368421 0.0315789 0.0315789 0.2 0.610526 0.194737 0.0263158 0.0526316 0.0526316 0.0473684
Scalparc 0 0 0.0368421 0.0315789 0.0368421 0.0368421 0.0736842 0.3 0.0368421 0.0368421 0.0368421 0.0421053
semphy 0 0 0.0421053 0.0368421 0.0263158 0.0263158 0.0368421 0.0263158 0.0736842 0.0526316 0.0526316 0.0473684
streamcluster 0 0 0.0263158 0.0263158 0.0263158 0.0210526 0.0157895 0.110526 0.0736842 0.0473684 0.0473684 0.0578947
swaptions 0 0 0.0263158 0.0263158 0.0263158 0.0263158 0.594737 0.478947 0.0473684 0.0526316 0.0578947 0.0421053
Swish 0 0 0.0368421 0.0368421 0.0368421 0.0315789 0.0157895 0.0421053 0.0473684 0.0421053 0.0421053 0.0526316
vips 0 0 0.0789474 0.0210526 0.0210526 0.0263158 0.568421 0.426316 0.0578947 0.0263158 0.0263158 0.0368421
x264 0 0 0.0421053 0.0421053 0.0421053 0.0421053 0.526316 0.178947 0.0368421 0.0421053 0.0421053 0.0421053
blackscholes 0 0 0.0157895 0.0157895 0.0157895 0.0368421 0.536842 0.478947 0.0631579 0.0631579 0.0473684 0.0315789
bodytrack 0 0 0.1 0.0315789 0.0315789 0.0315789 0.0684211 0.194737 0.0421053 0.0368421 0.0315789 0.0631579
cfd 0 0 0.0578947 0.0210526 0.0210526 0.0263158 0.615789 0.494737 0.0578947 0.0473684 0.0421053 0.0263158
fluidanimate 0 0 0.0210526 0.0210526 0.0157895 0.0157895 0.568421 0.415789 0.0631579 0.0368421 0.0578947 0.0315789
HOP 0 0 0.0210526 0.0210526 0.0210526 0.0789474 0.578947 0.278947 0.0578947 0.0631579 0.0578947 0.0473684
Jacobi 0 0 0.0157895 0.00526316 0.00526316 0.00526316 0.00526316 0.363158 0.0736842 0.0315789 0.0315789 0.0263158
Kmeans 0 0 0.0263158 0.889474 0.0210526 0.0210526 0.0473684 0.336842 0.0894737 0.0684211 0.0684211 0.0368421
AVERAGE 0 0 0.0922105 0.222316 0.0265263 0.0404211 0.246316 0.266737 0.056 0.0467368 0.0458947 0.0421053
