Benchmark OPTIMAL RACE ONLINE OFFLINE NUCLEAR HBM CONTROL ADAPT-CONTROL  CALOREE-NP ONLINE-ADAPT NUCLEAR-ADAPT HBM-ADAPT
backprop 0 0 0.894737 0.0157895 0.0157895 0.0157895 0.0157895 0.252632 0.0315789 0.0368421 0.0368421 0.0368421
bfs 0 0 0.0368421 0.0421053 0.0421053 0.0368421 0.0263158 0.442105 0.0421053 0.0315789 0.0631579 0.0631579
filebound 0 0 0.0105263 0.0105263 0.0105263 0.0105263 0 0.0473684 0.0421053 0.0473684 0.0421053 0.0421053
Kmeansnf 0 0 1 1 1 0.0421053 1 1 0.152632 0.0894737 0.921053 0.0473684
svmrfe 0 0 0.0263158 0.0421053 0.0263158 0.0263158 0.147368 0.0368421 0.0368421 0.0368421 0.0368421 0.0368421
apr 0 0 0.0368421 0.0210526 0.0210526 0.0210526 0.0947368 0.0578947 0.0631579 0.0368421 0.0368421 0.0368421
btree 0 0 0.0315789 0.0315789 0.0263158 0.0315789 0.0105263 0.278947 0.0526316 0.0368421 0.0368421 0.0315789
lud 0 0 1 0.963158 1 0.0473684 0.994737 0.2 0.226316 0.931579 0.905263 0.0526316
nn 0 0 0.0157895 0.0157895 0.0210526 0.0157895 0.194737 0.0631579 0.0578947 0.0578947 0.0631579 0.0421053
particlefilter 0 0 0.0421053 0.0263158 0.0263158 0.0631579 0.0894737 0.0842105 0.0368421 0.0421053 0.0473684 0.0473684
PLSA 0 0 0.147368 0.0368421 0.0368421 0.147368 0.157895 0.0157895 0.105263 0.0789474 0.0789474 0.0789474
Scalparc 0 0 0.0263158 0.0263158 0.0105263 0.0210526 0.184211 0.0578947 0.0157895 0.0263158 0.0263158 0.0263158
semphy 0 0 0.3 0.0315789 0.0315789 0.0263158 0.0210526 0.157895 0.0789474 0.0473684 0.0473684 0.0473684
streamcluster 0 0 0.0368421 0.0789474 1 0.468421 0.215789 0.289474 0.0894737 0.0473684 0.0631579 0.0473684
swaptions 0 0 0.0368421 0.0368421 0.0263158 0.0421053 0.147368 0.0421053 0.0421053 0.0421053 0.0421053 0.0421053
Swish 0 0 0.0263158 0.0263158 0.0210526 0.0263158 0.00526316 0.0210526 0.0210526 0.0210526 0.0210526 0.0421053
vips 0 0 0.0684211 0.0157895 0.0157895 0.0157895 0.0631579 0.0894737 0.0631579 0.0526316 0.0526316 0.0473684
x264 0 0 0.0421053 0.0315789 0.0315789 0.0315789 0.0736842 0.0578947 0.0473684 0.0421053 0.0421053 0.0421053
blackscholes 0 0 0.0315789 0.0315789 0.0315789 0.0368421 0.152632 0.0473684 0.0842105 0.0578947 0.0578947 0.0578947
bodytrack 0 0 0.0842105 0.0263158 0.0263158 0.0263158 0.210526 0.0315789 0.0736842 0.0473684 0.0473684 0.0473684
cfd 0 0 0.105263 0.363158 0.0105263 0.0210526 0.136842 0.0578947 0.0736842 0.0473684 0.0473684 0.0473684
fluidanimate 0 0 0.0947368 0.0368421 0.0368421 0.0736842 0.0105263 0.126316 0.0684211 0.0526316 0.0526316 0.0578947
HOP 0 0 0.2 0.0210526 0.0210526 0.0210526 0.0736842 0.0894737 0.0894737 0.0473684 0.0526316 0.0473684
Jacobi 0 0 1 0.0473684 1 0.0473684 0.215789 0.194737 0.0157895 0.463158 0.936842 0.0684211
Kmeans 0 0 1 1 1 0.0210526 1 0.636842 0.0894737 0.0526316 1 0.0526316
AVERAGE 0 0 0.251789 0.159158 0.219579 0.0534737 0.209684 0.175158 0.068 0.0989474 0.190316 0.0475789
